# PadDis v8.9,,,,,,,,,,,,,,,,
seq,timestamp_ms,accel_x,accel_y,accel_z,q_w,q_x,q_y,q_z,roll,pitch,yaw,stroke_count,cpm,hz,gps_utc_sec,gps_uk_offset
150523,1524150,5.62891,0.0625,10.09375,0.71789551,0.22125244,-0.06555176,0.65679932,14.52922,-22.62835,81.98849,970,31,0.515,52343,1
150524,1524161,5.62891,0.0625,10.09375,0.72180176,0.22528076,-0.05584717,0.65203857,15.79387,-21.987,81.09908,970,31,0.515,52343,1
150525,1524172,5.70312,-0.20703,10.17578,0.72540283,0.23022461,-0.04498291,0.64709473,17.21882,-21.29854,80.20759,970,31,0.515,52343,1
150526,1524181,6.01172,0.25391,11.05859,0.72875977,0.23626709,-0.03271484,0.64190674,18.83838,-20.54823,79.30376,970,31,0.515,52343,1
150527,1524190,6.05078,0.55859,11.55859,0.73144531,0.24279785,-0.02020264,0.63684082,20.49889,-19.80516,78.47358,970,31,0.515,52343,1
150528,1524199,5.97266,0.90234,11.74219,0.73370361,0.24969482,-0.00738525,0.63189697,22.19455,-19.05008,77.7029,970,31,0.515,52343,1
150529,1524210,5.82031,1.59375,12.74219,0.73547363,0.25695801,0.00579834,0.62689209,23.93649,-18.27923,76.97977,970,31,0.515,52343,1
150530,1524219,5.70312,3.24219,13.19531,0.73699951,0.26403809,0.01904297,0.62188721,25.64951,-17.47786,76.30766,970,31,0.515,52343,1
150531,1524230,5.66797,4.73438,13.23828,0.73864746,0.2699585,0.03131104,0.61688232,27.16932,-16.66702,75.67957,970,31,0.515,52343,1
150532,1524240,5.66797,4.73438,13.23828,0.74060059,0.27380371,0.04162598,0.61218262,28.33675,-15.87805,75.12184,970,31,0.515,52343,1
150533,1524253,6.125,8.18359,14.42578,0.74359131,0.27478027,0.05023193,0.60748291,29.09739,-15.01945,74.5759,970,31,0.515,52343,1
150534,1524260,6.31641,8.375,14.62109,0.7477417,0.27258301,0.0569458,0.6027832,29.41065,-14.09043,74.03183,970,31,0.515,52343,1
150535,1524270,6.47266,8.33594,15.00391,0.75213623,0.26849365,0.06176758,0.59863281,29.39604,-13.21165,73.55338,970,31,0.515,52343,1
150536,1524281,6.85547,7.41406,14.53906,0.75708008,0.26275635,0.065979,0.59448242,29.17301,-12.26954,73.07586,970,31,0.515,52343,1
150537,1524290,6.96875,7.33984,14.07812,0.76263428,0.25531006,0.06994629,0.59014893,28.76359,-11.225,72.58061,970,31,0.515,52343,1
150538,1524299,6.81641,7.30078,13.69922,0.76824951,0.24639893,0.07281494,0.58630371,28.12751,-10.1982,72.13837,970,31,0.515,52343,1
150539,1524310,6.50781,8.21875,13.39062,0.77410889,0.23565674,0.07476807,0.58276367,27.24637,-9.14363,71.72581,970,31,0.515,52343,1
150540,1524321,5.78125,8.79688,12.35938,0.78057861,0.2220459,0.07537842,0.57940674,25.9949,-8.02655,71.31583,970,31,0.515,52343,1
150541,1524329,5.51172,9.82812,11.4375,0.78735352,0.20568848,0.07427979,0.57635498,24.36426,-6.90006,70.9181,970,31,0.515,52343,1
150542,1524339,5.47656,10.05859,10.51953,0.79431152,0.18658447,0.07147217,0.57373047,22.35501,-5.77108,70.53982,970,31,0.515,52343,1
150543,1524350,5.35938,8.98828,10.21094,0.8012085,0.16351318,0.06671143,0.57171631,19.83985,-4.59249,70.21725,970,31,0.515,52343,1
150544,1524360,5.35938,8.98828,10.21094,0.80749512,0.13848877,0.06054688,0.57012939,17.05234,-3.4475,69.93078,970,31,0.515,52343,1
150545,1524373,4.74609,6.76562,8.56641,0.81359863,0.10943604,0.05255127,0.56866455,13.76903,-2.2323,69.63367,970,31,0.515,52343,1
150546,1524380,4.59375,5.69141,8.44922,0.81829834,0.07910156,0.04388428,0.56768799,10.32899,-1.03069,69.40819,970,31,0.515,52343,1
150547,1524389,4.36328,4.42969,8.0625,0.82196045,0.04571533,0.03424072,0.56665039,6.54373,0.25668,69.17857,970,31,0.515,52343,1
150548,1524401,3.82812,3.85156,8.72266,0.82403564,0.01330566,0.02459717,0.56585693,2.85344,1.46002,68.99035,970,31,0.515,52343,1
150549,1524410,3.40625,3.20312,7.68359,0.82470703,-0.02209473,0.01348877,0.56494141,-1.2163,2.70619,68.79517,970,31,0.515,52343,1
150550,1524426,3.28906,1.55469,1.44141,0.82385254,-0.05383301,0.00335693,0.56420898,-4.8819,3.8003,68.64793,970,31,0.515,52343,1
150551,1524431,3.28906,1.55469,1.44141,0.82208252,-0.08813477,-0.0078125,0.5625,-8.87413,4.95089,68.37842,970,31,0.515,52343,1
150552,1524441,3.71094,-0.35938,5.54297,0.8182373,-0.12219238,-0.01873779,0.5614624,-12.84201,6.1162,68.22572,970,31,0.515,52343,1
150553,1524449,3.94141,-3.19531,3.31641,0.81323242,-0.15423584,-0.02844238,0.5604248,-16.56045,7.27386,68.08399,970,31,0.515,52343,1
150554,1524459,3.86719,-2.08594,2.28125,0.8069458,-0.1862793,-0.03753662,0.5592041,-20.26883,8.49709,67.92149,970,31,0.515,52344,1
150555,1524469,3.51953,-4.95312,4.16016,0.800354,-0.21392822,-0.04473877,0.55828857,-23.45253,9.62799,67.79258,970,31,0.515,52344,1
150556,1524485,2.17969,-4.42188,6.23047,0.79345703,-0.23803711,-0.05023193,0.55786133,-26.19943,10.71218,67.7207,970,31,0.515,52344,1
150557,1524493,2.71484,-6.45312,6.45703,0.78613281,-0.26098633,-0.05432129,0.55755615,-28.76561,11.86663,67.63828,970,31,0.515,52344,1
150558,1524500,1.45703,-0.4375,-0.58984,0.7791748,-0.28082275,-0.0567627,0.55749512,-30.93408,12.98283,67.56033,970,31,0.515,52344,1
150559,1524509,1.49219,-9.13281,5.84375,0.77209473,-0.29864502,-0.05767822,0.5579834,-32.81617,14.13539,67.52853,970,31,0.515,52344,1
150560,1524520,0.41797,-4.80859,4.27344,0.76550293,-0.31304932,-0.05712891,0.55926514,-34.25866,15.22921,67.58382,970,31,0.515,52344,1
150561,1524529,1.375,-2.62109,5.07812,0.75848389,-0.32684326,-0.05578613,0.56103516,-35.59494,16.38655,67.68643,970,31,0.515,52344,1
150562,1524539,0.03516,-0.78125,1.70312,0.75061035,-0.34100342,-0.05456543,0.56329346,-36.98064,17.59354,67.84779,970,31,0.515,52344,1
150563,1524549,0.80078,-0.66797,3.69531,0.74206543,-0.35565186,-0.0546875,0.56555176,-38.51176,18.73063,68.02957,970,31,0.515,52344,1
150564,1524564,-0.19531,-0.70703,4.16016,0.73236084,-0.37115479,-0.05639648,0.5680542,-40.24038,19.82057,68.27322,970,31,0.515,52344,1
150565,1524569,-0.19531,-0.70703,4.16016,0.72052002,-0.38897705,-0.05963135,0.57098389,-42.32235,20.9932,68.58643,970,31,0.515,52344,1
150566,1524578,-1.30469,-1.58594,4.07812,0.70721436,-0.40716553,-0.06408691,0.57440186,-44.53329,22.15504,69.00071,970,31,0.515,52344,1
150567,1524589,-2.1875,-3.53906,4.61719,0.69317627,-0.42498779,-0.06896973,0.57800293,-46.75184,23.30907,69.45641,970,31,0.515,52344,1
150568,1524600,-2.95312,-4.42188,5.65234,0.67956543,-0.44061279,-0.07342529,0.58190918,-48.7132,24.39443,69.96877,970,31,0.515,52344,1
150569,1524609,-3.18359,-4,4.77734,0.66473389,-0.45581055,-0.07763672,0.58679199,-50.60972,25.5769,70.62192,970,31,0.515,52344,1
150570,1524618,-3.14453,-4.03906,4.8125,0.65130615,-0.46783447,-0.08032227,0.59204102,-52.05236,26.69947,71.32253,970,31,0.515,52344,1
150571,1524629,-3.06641,-1.73828,4.39453,0.63781738,-0.47833252,-0.08227539,0.59802246,-53.26315,27.84931,72.13738,970,31,0.515,52344,1
150572,1524645,-4.10547,-1.92969,3.81641,0.62475586,-0.48760986,-0.08435059,0.60400391,-54.3407,28.92277,72.98373,970,31,0.515,52344,1
150573,1524650,-4.10547,-1.92969,3.81641,0.60961914,-0.49798584,-0.08789062,0.6104126,-55.63705,30.05408,73.94976,970,31,0.515,52344,1
150574,1524658,-4.98438,-3.15625,2.82031,0.59326172,-0.50891113,-0.09326172,0.61669922,-57.12612,31.13463,74.97197,970,31,0.515,52344,1
150575,1524669,-5.09766,-3.38672,3.01172,0.5758667,-0.5199585,-0.10021973,0.62286377,-58.74833,32.16162,76.05715,970,31,0.515,52344,1
150576,1524679,-5.36719,-8.25,3.43359,0.55932617,-0.52954102,-0.10723877,0.62866211,-60.2194,33.08312,77.1357,970,31,0.515,52344,1
150577,1524688,-5.98047,-8.25391,3.39453,0.54217529,-0.53790283,-0.11413574,0.63531494,-61.51347,34.03801,78.39831,970,31,0.515,52344,1
150578,1524698,-6.89844,-7.48438,3.96875,0.52764893,-0.54333496,-0.11932373,0.64196777,-62.32351,34.86832,79.65984,970,31,0.515,52344,1
150579,1524709,-8.16797,-7.0625,4.04688,0.51464844,-0.54663086,-0.12341309,0.64892578,-62.77154,35.62057,80.98801,970,31,0.515,52344,1
150580,1524728,-10.46484,-6.14453,4.08203,0.50286865,-0.54797363,-0.12640381,0.65643311,-62.86293,36.31803,82.42142,970,31,0.515,52344,1
150581,1524732,-10.46484,-6.14453,4.08203,0.49285889,-0.54760742,-0.12835693,0.66387939,-62.65365,36.91072,83.85625,970,31,0.515,52344,1
150582,1524740,-10.60938,-6.14453,3.625,0.48400879,-0.54559326,-0.12921143,0.67181396,-62.12104,37.44619,85.38283,971,31,0.511,52344,1
150583,1524750,-8.55078,-4.42188,3.27734,0.47607422,-0.5423584,-0.12908936,0.68011475,-61.33002,37.93795,86.97802,971,31,0.511,52344,1
150584,1524760,-6.39844,-2.85156,2.20703,0.46905518,-0.53820801,-0.12811279,0.68841553,-60.34774,38.3769,88.58551,971,31,0.511,52344,1
150585,1524768,-5.59766,-2.00781,1.59375,0.46234131,-0.53338623,-0.12640381,0.69696045,-59.20087,38.80117,90.25522,971,31,0.511,52344,1
150586,1524778,-4.82812,-2.08594,1.17188,0.45550537,-0.5279541,-0.12420654,0.70593262,-57.90343,39.21659,92.03766,971,31,0.511,52344,1
150587,1524788,-4.10156,-2.46875,1.13281,0.44921875,-0.52246094,-0.1217041,0.7144165,-56.58527,39.58243,93.75259,971,31,0.511,52344,1
150588,1524804,-3.48438,-2.92578,1.13281,0.4432373,-0.51690674,-0.11877441,0.72265625,-55.22418,39.92669,95.439,971,31,0.511,52344,1
150589,1524809,-3.48438,-2.92578,1.13281,0.43597412,-0.51019287,-0.11523438,0.73236084,-53.57402,40.3016,97.47842,971,31,0.511,52344,1
150590,1524818,-3.52344,-3.15625,2.51172,0.43066406,-0.50415039,-0.11132812,0.74023438,-52.07,40.57945,99.14449,971,31,0.511,52344,1
150591,1524828,-4.0625,-2.42969,3.125,0.42456055,-0.49688721,-0.10638428,0.74938965,-50.24379,40.87097,101.11268,971,31,0.511,52344,1
150592,1524838,-5.59766,-2.73438,4.46484,0.41845703,-0.48925781,-0.10113525,0.75848389,-48.34033,41.11276,103.12208,971,31,0.511,52344,1
150593,1524848,-6.28516,-2.77344,5.53906,0.4128418,-0.48205566,-0.09613037,0.76678467,-46.54605,41.29089,104.99305,971,31,0.511,52344,1
150594,1524858,-7.05078,-2.8125,6,0.40679932,-0.4744873,-0.09094238,0.77526855,-44.67215,41.43439,106.96059,971,31,0.511,52344,1
150595,1524870,-8.23438,-2.46875,7.1875,0.40075684,-0.46697998,-0.08581543,0.78356934,-42.81431,41.53105,108.91457,971,31,0.511,52344,1
150596,1524883,-8.42969,-2.16016,7.26172,0.39471436,-0.4598999,-0.08105469,0.7913208,-41.06585,41.59233,110.78802,971,31,0.511,52344,1
150597,1524894,-8.31641,-1.73828,7.37891,0.38793945,-0.45263672,-0.07641602,0.79925537,-39.28667,41.62391,112.76575,971,31,0.511,52344,1
150598,1524899,-8.31641,-1.73828,7.37891,0.37915039,-0.44506836,-0.07244873,0.8079834,-37.46034,41.63066,115.0326,971,31,0.511,52344,1
150599,1524909,-8.35547,-0.89844,7.72266,0.37139893,-0.43878174,-0.06945801,0.81530762,-35.96294,41.59641,116.96272,971,31,0.511,52344,1
150600,1524919,-8.19922,-1.20312,6.72656,0.36376953,-0.43341064,-0.06750488,0.82171631,-34.71994,41.54464,118.71765,971,31,0.511,52344,1
150601,1524928,-7.78516,-1.24219,6.80469,0.35418701,-0.42749023,-0.06616211,0.82910156,-33.39608,41.45329,120.78425,971,31,0.511,52344,1
150602,1524938,-7.55078,-1.50781,6.99609,0.34460449,-0.42205811,-0.06542969,0.83599854,-32.21664,41.34149,122.7599,971,31,0.511,52344,1
150603,1524950,-6.89844,-2.27734,6.72656,0.3347168,-0.41656494,-0.06500244,0.8427124,-31.07806,41.19366,124.74381,971,31,0.511,52344,1
150604,1524963,-6.55469,-2.62109,6.49609,0.32513428,-0.41143799,-0.06469727,0.84899902,-30.02404,41.03838,126.62713,971,31,0.511,52344,1
150605,1524968,-6.55469,-2.62109,6.49609,0.31469727,-0.40582275,-0.06451416,0.85565186,-28.91362,40.83345,128.65103,971,31,0.511,52344,1
150606,1524979,-5.48047,-2.23828,7.29688,0.30493164,-0.40020752,-0.06414795,0.86181641,-27.84236,40.594,130.55417,971,31,0.511,52344,1
150607,1524989,-5.25,-2.88672,6.95312,0.29455566,-0.39416504,-0.06396484,0.86816406,-26.75078,40.29799,132.54495,971,31,0.511,52344,1
150608,1524997,-5.09766,-2.66016,6.72656,0.28466797,-0.38824463,-0.06390381,0.87414551,-25.73515,39.97044,134.42593,971,31,0.511,52344,1
150609,1525008,-4.90625,-2.96484,6.76562,0.2744751,-0.38165283,-0.06365967,0.88031006,-24.65693,39.56875,136.37529,971,31,0.511,52344,1
150610,1525018,-5.01953,-3.15625,7.07031,0.26489258,-0.37493896,-0.06317139,0.88616943,-23.60108,39.12616,138.22334,971,31,0.511,52344,1
150611,1525029,-4.71484,-3.46484,6.83984,0.25567627,-0.36791992,-0.06225586,0.8918457,-22.52164,38.63969,140.02066,971,31,0.511,52344,1
150612,1525042,-4.5625,-3.23438,6.45312,0.2467041,-0.36035156,-0.06079102,0.89752197,-21.38091,38.08854,141.80424,971,31,0.511,52344,1
150613,1525052,-4.75391,-3.57812,6.53125,0.23822021,-0.35229492,-0.05853271,0.90319824,-20.16492,37.47854,143.54526,971,31,0.511,52344,1
150614,1525059,-4.90625,-3.23438,7.15234,0.2300415,-0.34356689,-0.05529785,0.90881348,-18.84172,36.80264,145.27197,971,31,0.511,52344,1
150615,1525069,-4.71484,-2.50391,6.99609,0.22247314,-0.33453369,-0.05133057,0.91430664,-17.47622,36.07858,146.91722,971,31,0.511,52344,1
150616,1525077,-5.01953,-2.19922,6.99609,0.21502686,-0.32476807,-0.04656982,0.91986084,-16.02182,35.2708,148.56221,971,31,0.511,52344,1
150617,1525088,-5.36719,-2.50391,6.76562,0.20800781,-0.31469727,-0.04107666,0.92523193,-14.52676,34.41779,150.13803,971,31,0.511,52344,1
150618,1525097,-5.86328,-1.54688,6.57031,0.20135498,-0.30444336,-0.03540039,0.93035889,-13.0648,33.51802,151.6261,971,31,0.511,52344,1
150619,1525109,-6.74609,-1.50781,6.95312,0.19525146,-0.29418945,-0.02911377,0.93511963,-11.59647,32.60562,153.01006,971,31,0.511,52344,1
150620,1525122,-7.12891,-0.93359,7.41406,0.18914795,-0.28308105,-0.02166748,0.94000244,-9.99499,31.60125,154.41063,971,31,0.511,52344,1
150621,1525132,-8.01172,-1.05078,7.07031,0.18359375,-0.27185059,-0.01348877,0.94458008,-8.36786,30.57094,155.71097,971,31,0.511,52344,1
150622,1525137,-8.01172,-1.05078,7.07031,0.17816162,-0.26031494,-0.00390625,0.94891357,-6.61015,29.51568,156.98958,971,31,0.511,52344,1
150623,1525149,-9.53906,0.09766,8.02734,0.17327881,-0.24871826,0.00598145,0.95294189,-4.87897,28.43043,158.15172,971,31,0.511,52344,1
150624,1525157,-9.92188,0.25391,8.79688,0.168396,-0.23632812,0.01721191,0.95678711,-3.00884,27.26154,159.3064,971,31,0.511,52344,1
150625,1525167,-9.88281,0.55859,9.40625,0.16418457,-0.2243042,0.02874756,0.96014404,-1.17748,26.11542,160.31946,971,31,0.511,52344,1
150626,1525177,-9.66016,0.25391,9.48438,0.16046143,-0.21246338,0.0411377,0.9630127,0.6984,24.98764,161.23483,971,31,0.511,52344,1
150627,1525188,-9.42578,0.40625,11.62891,0.15740967,-0.20111084,0.05371094,0.96533203,2.53181,23.90348,162.01341,971,31,0.511,52344,1
150628,1525204,-9.42578,0.63672,12.28125,0.15472412,-0.18908691,0.06793213,0.96728516,4.5349,22.75822,162.73737,971,31,0.511,52344,1
150629,1525209,-9.42578,0.63672,12.28125,0.15258789,-0.17694092,0.08355713,0.96868896,6.66418,21.61243,163.37004,971,31,0.511,52344,1
150630,1525219,-9.80859,1.09375,11.74609,0.15124512,-0.16601562,0.09838867,0.96948242,8.63515,20.58861,163.83723,971,31,0.511,52344,1
150631,1525228,-9.46484,1.86328,12.24219,0.15032959,-0.15478516,0.11425781,0.96972656,10.70592,19.54562,164.22522,971,31,0.511,52344,1
150632,1525237,-8.89062,3.125,11.85938,0.14978027,-0.14306641,0.13110352,0.96948242,12.87465,18.46217,164.53606,971,31,0.511,52344,1
150633,1525247,-8.23828,4.54297,11.55859,0.1494751,-0.1328125,0.14526367,0.96899414,14.68769,17.506,164.73517,971,31,0.511,52344,1
150634,1525257,-7.74219,6.26562,12.125,0.14916992,-0.12310791,0.15673828,0.96850586,16.16764,16.57254,164.8582,971,31,0.511,52344,1
150635,1525268,-7.47266,11.66797,12.70703,0.14868164,-0.11425781,0.15979004,0.96917725,16.63695,15.60407,164.85191,971,31,0.511,52344,1
150636,1525284,-7.74219,11.58984,13.89453,0.14794922,-0.10913086,0.15490723,0.97070312,16.1297,14.93297,164.79572,971,31,0.511,52344,1
150637,1525289,-7.74219,11.58984,13.89453,0.14691162,-0.10308838,0.1439209,0.97320557,14.92421,14.05935,164.68193,971,31,0.511,52344,1
150638,1525298,-8.62109,8.60547,16.45703,0.14605713,-0.09759521,0.13116455,0.97564697,13.51141,13.2243,164.5452,971,31,0.511,52344,1
150639,1525307,-8.35547,2.01562,12.05078,0.14544678,-0.09155273,0.11346436,0.97857666,11.53604,12.25036,164.33405,971,31,0.511,52344,1
150640,1525317,-7.97266,0.25391,10.63281,0.14550781,-0.08612061,0.09527588,0.98095703,9.50276,11.344,164.07135,971,31,0.511,52344,1
150641,1525327,-6.97656,0.0625,11.51953,0.14624023,-0.08007812,0.07745361,0.98297119,7.52654,10.37426,163.76016,971,31,0.511,52344,1
150642,1525337,-5.82422,-0.16797,11.82031,0.14782715,-0.07342529,0.06036377,0.98443604,5.64974,9.34689,163.38228,971,31,0.511,52344,1
150643,1525347,-3.79688,0.90234,11.625,0.15014648,-0.06616211,0.04406738,0.98547363,3.88114,8.25807,162.95439,971,31,0.511,52344,1
150644,1525363,-3.41406,0.67578,11.01953,0.15289307,-0.05938721,0.03045654,0.98596191,2.42085,7.26313,162.52438,971,31,0.511,52344,1
150645,1525368,-3.41406,0.67578,11.01953,0.15667725,-0.05084229,0.01507568,0.98620605,0.79535,6.02774,161.98775,971,31,0.511,52344,1
150646,1525380,-2.53125,0.44531,10.63672,0.1605835,-0.04284668,0.00164795,0.98608398,-0.60444,4.87782,161.47543,971,31,0.511,52344,1
150647,1525388,-2.30078,0.82812,10.09375,0.16497803,-0.03448486,-0.01184082,0.9855957,-1.99386,3.67362,160.93086,971,31,0.511,52344,1
150648,1525397,-1.99609,1.25,9.52734,0.16949463,-0.02661133,-0.0246582,0.98486328,-3.30475,2.52516,160.39729,971,31,0.511,52344,1
150649,1525407,-1.87891,0.44531,9.48438,0.17462158,-0.01824951,-0.03839111,0.98370361,-4.69937,1.28909,159.81516,971,31,0.511,52344,1
150650,1525419,-1.76562,-0.05469,9.52734,0.18017578,-0.00982666,-0.05206299,0.98217773,-6.07425,0.03106,159.20824,971,31,0.511,52344,1
150651,1525428,-2.03516,0.02344,8.83203,0.18591309,-0.00177002,-0.06481934,0.98040771,-7.3418,-1.18218,158.60103,971,31,0.511,52344,1
150652,1525436,-1.57422,-0.70703,8.06641,0.19238281,0.00683594,-0.07757568,0.97821045,-8.58545,-2.4773,157.93347,971,31,0.511,52344,1
150653,1525447,-1.38281,-0.82031,8.41016,0.19940186,0.01580811,-0.08984375,0.97564697,-9.75231,-3.82322,157.22432,971,31,0.511,52344,1
150654,1525457,-1.38281,-0.82031,8.41016,0.20623779,0.02416992,-0.10040283,0.97302246,-10.72841,-5.07456,156.54266,971,31,0.511,52344,1
150655,1525470,-0.53906,0.78906,7.83984,0.21362305,0.03277588,-0.11083984,0.97003174,-11.67095,-6.36997,155.8125,971,31,0.511,52345,1
150656,1525477,-0.26953,0.36719,7.29688,0.22149658,0.04156494,-0.12097168,0.96673584,-12.55883,-7.69815,155.03882,971,31,0.511,52345,1
150657,1525487,-0.11719,0.28906,7.57031,0.22998047,0.05053711,-0.13067627,0.96307373,-13.37565,-9.0585,154.20312,971,31,0.511,52345,1
150658,1525499,0.33984,1.09375,8.25781,0.23840332,0.05932617,-0.13922119,0.95928955,-14.05191,-10.38188,153.37009,971,31,0.511,52345,1
150659,1525506,0.60938,1.28516,7.33594,0.24664307,0.06793213,-0.14605713,0.95562744,-14.52519,-11.64708,152.54544,971,31,0.511,52345,1
150660,1525517,0.76172,2.4375,5.84375,0.25549316,0.07714844,-0.15155029,0.95172119,-14.80704,-12.9614,151.63736,971,31,0.511,52345,1
150661,1525527,0.57031,1.21094,5.88281,0.26416016,0.08642578,-0.15533447,0.94793701,-14.87599,-14.23667,150.72513,971,31,0.511,52345,1
150662,1525543,0.99219,1.74609,4.19531,0.27233887,0.09545898,-0.15704346,0.94451904,-14.70157,-15.41734,149.83244,971,31,0.511,52345,1
150663,1525548,0.99219,1.74609,4.19531,0.28082275,0.10516357,-0.15692139,0.940979,-14.27408,-16.62171,148.86166,971,31,0.511,52345,1
150664,1525557,1.56641,1.97656,1.97656,0.28918457,0.11499023,-0.15478516,0.93762207,-13.59014,-17.76868,147.85214,971,31,0.511,52345,1
150665,1525567,1.79688,1.44141,1.89844,0.29760742,0.12518311,-0.15106201,0.93432617,-12.68549,-18.89468,146.78317,971,31,0.511,52345,1
150666,1525578,2.10547,0.63672,2.93359,0.30584717,0.13543701,-0.14599609,0.93103027,-11.60087,-19.96773,145.67786,971,31,0.511,52345,1
150667,1525587,2.25781,2.70312,3.69922,0.31445312,0.14587402,-0.14050293,0.9274292,-10.42355,-21.03447,144.48093,971,31,0.511,52345,1
150668,1525596,2.25781,2.66406,8.0625,0.32391357,0.15576172,-0.13726807,0.92303467,-9.47441,-22.11498,143.18134,971,31,0.511,52345,1
150669,1525607,2.10547,4.16016,7.49219,0.33477783,0.16357422,-0.13830566,0.91766357,-9.02793,-23.12815,141.76544,971,31,0.511,52345,1
150670,1525622,1.33594,7.72266,4.08203,0.34625244,0.16833496,-0.14501953,0.91143799,-9.31212,-24.03469,140.38321,971,31,0.511,52345,1
150671,1525627,1.33594,7.72266,4.08203,0.36151123,0.17150879,-0.15856934,0.90264893,-10.32211,-25.10402,138.65189,971,31,0.511,52345,1
150672,1525636,4.01953,2.78125,4.27734,0.37817383,0.17285156,-0.17547607,0.89239502,-11.72995,-26.18053,136.80466,971,31,0.511,52345,1
150673,1525647,6.08594,-0.47656,3.125,0.39489746,0.17193604,-0.19439697,0.88128662,-13.44456,-27.16798,134.98918,971,31,0.511,52345,1
150674,1525658,8.53906,-3.57812,6.76562,0.40997314,0.1708374,-0.21105957,0.87072754,-14.93998,-28.07159,133.32899,971,31,0.511,52345,1
150675,1525666,8.88281,-2.58203,7.07031,0.42572021,0.1697998,-0.22644043,0.85943604,-16.24244,-28.99129,131.52281,971,31,0.511,52345,1
150676,1525676,9.07422,-1.85547,7.57031,0.43994141,0.16906738,-0.23828125,0.84918213,-17.15072,-29.78768,129.81816,971,31,0.511,52345,1
150677,1525687,9.04297,-2.04688,7.72266,0.45343018,0.16882324,-0.24737549,0.83947754,-17.72143,-30.51559,128.12003,971,31,0.511,52345,1
150678,1525703,8.58203,-0.70703,7.07031,0.46551514,0.16918945,-0.25354004,0.83087158,-17.95329,-31.14621,126.52017,971,31,0.511,52345,1
150679,1525710,8.23438,-0.20703,6.76562,0.47753906,0.17016602,-0.25750732,0.82263184,-17.87975,-31.72819,124.84884,971,31,0.511,52345,1
150680,1525717,7.77344,0.51953,6.34375,0.48937988,0.17169189,-0.25952148,0.81463623,-17.53633,-32.2603,123.11882,971,31,0.511,52345,1
150681,1525726,7.31641,0.51953,5.88281,0.50115967,0.17382812,-0.25976562,0.8069458,-16.93504,-32.74483,121.32343,971,31,0.511,52345,1
150682,1525737,6.24219,0.78906,6.23047,0.51159668,0.17626953,-0.25848389,0.80029297,-16.17981,-33.13182,119.66383,971,31,0.511,52345,1
150683,1525746,5.82031,0.36719,6.11328,0.52227783,0.17950439,-0.25543213,0.7935791,-15.14531,-33.48439,117.88005,971,31,0.511,52345,1
150684,1525756,5.58984,0.40625,6.1875,0.53265381,0.18347168,-0.25079346,0.78717041,-13.88115,-33.78413,116.06415,971,31,0.511,52345,1
150685,1525766,5.35938,0.36719,5.84766,0.54217529,0.18804932,-0.24505615,0.78143311,-12.47897,-34.02944,114.32494,971,31,0.511,52345,1
150686,1525782,5.32031,1.47656,5.96094,0.55065918,0.1930542,-0.23846436,0.77630615,-10.98925,-34.21895,112.6935,971,31,0.511,52345,1
150687,1525787,5.32031,1.47656,5.96094,0.5604248,0.19921875,-0.23028564,0.77020264,-9.16625,-34.40152,110.76131,971,31,0.511,52345,1
150688,1525797,5.51172,2.24609,5.5,0.56848145,0.2052002,-0.22229004,0.76501465,-7.44887,-34.5227,109.08551,971,31,0.511,52345,1
150689,1525806,5.54688,3.16406,4.84766,0.57598877,0.21118164,-0.21453857,0.76000977,-5.77647,-34.6208,107.48689,971,31,0.511,52345,1
150690,1525816,5.51172,3.73828,4.62109,0.58392334,0.21746826,-0.20654297,0.7543335,-4.02035,-34.70373,105.77034,971,31,0.511,52345,1
150691,1525826,5.54688,3.92969,4.92578,0.59094238,0.22265625,-0.20007324,0.74914551,-2.55405,-34.75346,104.26507,971,31,0.511,52345,1
150692,1525836,5.4375,4.42969,5.46094,0.59887695,0.2276001,-0.19421387,0.74285889,-1.11218,-34.80338,102.59855,971,31,0.511,52345,1
150693,1525846,5.35938,4.50391,6.15234,0.60699463,0.2310791,-0.19024658,0.73620605,0.02835,-34.8327,100.98062,971,31,0.511,52345,1
150694,1525862,5.35938,3.20312,6.30859,0.61486816,0.23358154,-0.18743896,0.72955322,0.95996,-34.8422,99.45033,971,31,0.511,52345,1
150695,1525870,4.82422,4.42969,6.875,0.62414551,0.23620605,-0.18450928,0.72155762,1.99567,-34.83192,97.65448,971,31,0.511,52345,1
150696,1525877,4.74609,3.92969,7.53516,0.63146973,0.23815918,-0.18231201,0.71502686,2.79701,-34.80909,96.22497,971,31,0.511,52345,1
150697,1525886,5.16797,3.24219,7.30078,0.64007568,0.23980713,-0.18035889,0.70727539,3.61942,-34.75872,94.57741,971,31,0.511,52345,1
150698,1525896,5.85938,4.73438,7.30078,0.64892578,0.24066162,-0.17907715,0.69921875,4.31785,-34.67821,92.92422,971,31,0.511,52345,1
150699,1525906,5.74219,3.89062,7.95312,0.65679932,0.24053955,-0.17871094,0.69195557,4.78351,-34.58641,91.49618,971,31,0.511,52345,1
150700,1525916,5.85938,4.42969,8.76172,0.66546631,0.23968506,-0.17895508,0.68383789,5.1678,-34.4728,89.95585,971,31,0.511,52345,1
150701,1525926,6.20312,2.51172,9.06641,0.67407227,0.23834229,-0.17932129,0.67578125,5.48602,-34.32427,88.44967,971,31,0.511,52345,1
