# PadDis v8.9,,,,,,,,,,,,,,,,
seq,timestamp_ms,accel_x,accel_y,accel_z,q_w,q_x,q_y,q_z,roll,pitch,yaw,stroke_count,cpm,hz,gps_utc_sec,gps_uk_offset
96306,983106,-5.90234,-3.08203,6.19141,0.61425781,0.07409668,0.41564941,-0.66662598,-35.74531,37.54954,-107.19367,387,33,0.542,51802,1
96307,983116,-5.86328,-2.73438,5.65234,0.62646484,0.07092285,0.41070557,-0.65863037,-34.71796,37.44739,-104.96363,387,33,0.542,51802,1
96308,983127,-5.67188,-2.23828,5.5,0.63824463,0.06738281,0.40576172,-0.65075684,-33.74913,37.2746,-102.79488,387,33,0.542,51802,1
96309,983136,-5.51953,-1.24219,5.34766,0.65039062,0.06311035,0.40063477,-0.64227295,-32.80548,37.02749,-100.53961,387,33,0.542,51802,1
96310,983146,-5.48047,-2.27734,5.5,0.6628418,0.05822754,0.39520264,-0.63330078,-31.87446,36.70262,-98.21099,387,33,0.542,51802,1
96311,983156,-5.71094,-3.57812,5.80859,0.67443848,0.05383301,0.38922119,-0.62506104,-30.91823,36.32276,-96.01535,387,33,0.542,51802,1
96312,983171,-6.90234,-3.88281,6.34375,0.68530273,0.05004883,0.38262939,-0.61755371,-29.91622,35.89453,-93.93816,387,33,0.542,51802,1
96313,983176,-6.90234,-3.88281,6.34375,0.6963501,0.04656982,0.375,-0.61016846,-28.80095,35.38669,-91.8176,387,33,0.542,51802,1
96314,983185,-7.39453,-3.42578,5.04297,0.70721436,0.04327393,0.36645508,-0.60308838,-27.62265,34.78535,-89.71957,387,33,0.542,51802,1
96315,983196,-7.28125,-2.96484,5.23438,0.71801758,0.04034424,0.35693359,-0.59619141,-26.35981,34.10161,-87.62386,387,33,0.542,51802,1
96316,983207,-7.20312,-4.07422,5.46094,0.72790527,0.03790283,0.34716797,-0.59008789,-25.12252,33.37635,-85.70414,387,33,0.542,51802,1
96317,983216,-6.90234,-4,5.5,0.73760986,0.03601074,0.33636475,-0.58435059,-23.7933,32.56886,-83.81745,387,33,0.542,51802,1
96318,983226,-7.08984,-3.88281,5.46094,0.74761963,0.03466797,0.32397461,-0.57873535,-22.3057,31.63664,-81.88117,387,33,0.542,51802,1
96319,983236,-7.50781,-3.46484,6,0.75671387,0.03411865,0.31134033,-0.57385254,-20.82155,30.68644,-80.12143,387,33,0.542,51802,1
96320,983251,-8.8125,-3.46484,6.07422,0.76513672,0.03436279,0.29821777,-0.56964111,-19.30474,29.70167,-78.4994,387,33,0.542,51802,1
96321,983256,-8.8125,-3.46484,6.07422,0.77380371,0.03570557,0.28302002,-0.56555176,-17.55502,28.58046,-76.8286,387,33,0.542,51802,1
96322,983265,-10.46094,-4,6.23047,0.78167725,0.0378418,0.26751709,-0.56213379,-15.79617,27.43637,-75.32182,387,33,0.542,51802,1
96323,983276,-11.26562,-3.61719,7.1875,0.78924561,0.04119873,0.25048828,-0.55914307,-13.86952,26.19767,-73.87376,387,33,0.542,51802,1
96324,983286,-10.99219,-2.77344,8.48828,0.79571533,0.04541016,0.23370361,-0.5569458,-11.97437,24.99202,-72.64173,387,33,0.542,51802,1
96325,983296,-10.84766,-2.23828,8.56641,0.80187988,0.05169678,0.2144165,-0.55529785,-9.75648,23.65829,-71.45297,387,33,0.542,51802,1
96326,983306,-10.64844,-1.16406,9.90625,0.80706787,0.05957031,0.19439697,-0.55438232,-7.41485,22.32244,-70.43599,387,33,0.542,51802,1
96327,983316,-10.61328,0.67578,10.90234,0.81115723,0.06866455,0.1741333,-0.55407715,-5.01295,21.0133,-69.60189,387,33,0.542,51802,1
96328,983331,-11.41797,2.58984,11.36328,0.81420898,0.07818604,0.15447998,-0.55413818,-2.67302,19.7682,-68.94304,387,33,0.542,51802,1
96329,983336,-11.41797,2.58984,11.36328,0.81665039,0.08850098,0.13348389,-0.55450439,-0.21053,18.43049,-68.38705,387,33,0.542,51802,1
96330,983345,-11.99219,5.80859,12.24219,0.81829834,0.0960083,0.11547852,-0.55480957,1.73895,17.18936,-68.01201,387,33,0.542,51802,1
96331,983356,-11.87891,8.94922,12.50781,0.82006836,0.09741211,0.10076904,-0.55487061,2.8567,15.86473,-67.76762,387,33,0.542,51802,1
96332,983367,-11.15234,8.25781,16.22656,0.82171631,0.09283447,0.09240723,-0.55462646,2.96778,14.76444,-67.65104,387,33,0.542,51802,1
96333,983376,-10.80469,5.88281,18.60156,0.82354736,0.0848999,0.08520508,-0.55438232,2.67467,13.56014,-67.57598,387,33,0.542,51802,1
96334,983386,-10.80469,2.78125,17.26172,0.82525635,0.07543945,0.07733154,-0.55438232,2.27319,12.19672,-67.54113,387,33,0.542,51802,1
96335,983396,-10.34766,1.21094,14.96484,0.82659912,0.06610107,0.06915283,-0.55456543,1.9008,10.81541,-67.53538,387,33,0.542,51802,1
96336,983415,-9.12109,1.13281,11.55469,0.82739258,0.05603027,0.06176758,-0.55541992,1.40023,9.46521,-67.63017,387,33,0.542,51802,1
96337,983419,-9.12109,1.13281,11.55469,0.82757568,0.04547119,0.05505371,-0.55682373,0.8075,8.1495,-67.81075,387,33,0.542,51802,1
96338,983427,-7.93359,2.62891,12.70703,0.82714844,0.03326416,0.04864502,-0.55889893,0.0377,6.75673,-68.09106,387,33,0.542,51802,1
96339,983436,-6.05469,3.92969,12.51172,0.82623291,0.02038574,0.04309082,-0.56134033,-0.84545,5.39891,-68.42402,387,33,0.542,51802,1
96340,983446,-4.60156,3.08594,9.48828,0.824646,0.00537109,0.03778076,-0.56439209,-1.94074,3.92048,-68.84232,387,33,0.542,51802,1
96341,983455,-3.87109,2.08984,9.14062,0.82244873,-0.01013184,0.03308105,-0.56774902,-3.11164,2.45944,-69.30264,387,33,0.542,51802,1
96342,983465,-3.18359,2.05469,10.01562,0.81976318,-0.02606201,0.02880859,-0.5713501,-4.33934,0.99998,-69.78854,387,33,0.542,51802,1
96343,983476,-2.875,2.32031,10.32812,0.81646729,-0.04266357,0.0246582,-0.57531738,-5.62629,-0.50562,-70.31544,387,33,0.542,51802,1
96344,983495,-2.14844,1.82422,8.48828,0.81243896,-0.05914307,0.02032471,-0.57965088,-6.87726,-2.03677,-70.89104,387,33,0.542,51803,1
96345,983499,-2.14844,1.82422,8.48828,0.80871582,-0.07366943,0.015625,-0.58337402,-7.91113,-3.47886,-71.36961,387,33,0.542,51803,1
96346,983506,-1.6875,1.32422,7.875,0.80383301,-0.08789062,0.00976562,-0.58825684,-8.82268,-5.0315,-72.00603,387,33,0.542,51803,1
96347,983516,-0.46094,2.12891,8.80078,0.79827881,-0.1015625,0.00250244,-0.59368896,-9.56983,-6.69554,-72.7161,387,33,0.542,51803,1
96348,983527,0.11328,2.55078,6.875,0.79278564,-0.11303711,-0.00494385,-0.59887695,-10.08557,-8.23506,-73.4075,387,33,0.542,51803,1
96349,983536,0.41797,3.81641,5.46094,0.7869873,-0.12384033,-0.01312256,-0.60424805,-10.47013,-9.80641,-74.13335,387,33,0.542,51803,1
96350,983545,0.87891,4.12109,4.66016,0.78131104,-0.13342285,-0.02081299,-0.609375,-10.76079,-11.25221,-74.84097,387,33,0.542,51803,1
96351,983557,1.26172,6.15234,4.73438,0.77478027,-0.14404297,-0.02893066,-0.6149292,-11.09416,-12.82539,-75.62604,387,33,0.542,51803,1
96352,983570,1.875,6.03125,4.04688,0.76812744,-0.15454102,-0.03582764,-0.62030029,-11.48627,-14.28671,-76.40084,387,33,0.542,51803,1
96353,983581,2.02734,6.99219,1.40234,0.76092529,-0.1661377,-0.04168701,-0.62585449,-12.03285,-15.74678,-77.20398,387,33,0.542,51803,1
96354,983586,2.02734,6.99219,1.40234,0.75286865,-0.17999268,-0.04675293,-0.63134766,-12.82974,-17.31803,-78.00384,387,33,0.542,51803,1
96355,983596,2.33203,5.38672,0.78906,0.74414062,-0.19348145,-0.04986572,-0.63739014,-13.70548,-18.71627,-78.89393,387,33,0.542,51803,1
96356,983607,3.94141,1.78516,2.55078,0.73577881,-0.2052002,-0.05230713,-0.64324951,-14.45586,-19.93589,-79.76894,387,33,0.542,51803,1
96357,983615,4.17578,-0.20703,3.54688,0.72662354,-0.21600342,-0.05560303,-0.64978027,-15.02213,-21.19445,-80.7829,387,33,0.542,51803,1
96358,983625,3.86719,-1.96875,6.80469,0.71697998,-0.22521973,-0.06066895,-0.65692139,-15.26659,-22.51319,-81.93803,387,33,0.542,51803,1
96359,983637,0.26562,2.20703,4.69531,0.70715332,-0.2333374,-0.06542969,-0.66418457,-15.40124,-23.73595,-83.15531,387,33,0.542,51803,1
96360,983650,0.64844,2.62891,6.95312,0.69573975,-0.24346924,-0.06756592,-0.67236328,-15.86647,-24.92486,-84.51412,387,33,0.542,51803,1
96361,983661,4.48047,3.35547,7.57422,0.6817627,-0.25726318,-0.0657959,-0.68170166,-16.90569,-26.13287,-86.04408,387,33,0.542,51803,1
96362,983666,4.48047,3.35547,7.57422,0.66448975,-0.27435303,-0.06097412,-0.69244385,-18.40359,-27.45009,-87.82884,387,33,0.542,51803,1
96363,983676,10.91797,-3.88281,7.64453,0.64978027,-0.28686523,-0.0567627,-0.70159912,-19.47577,-28.44468,-89.41073,387,33,0.542,51803,1
96364,983686,11.75781,-6.10547,10.48047,0.63391113,-0.29785156,-0.05352783,-0.71173096,-20.2553,-29.46235,-91.24169,387,33,0.542,51803,1
96365,983695,11.29688,-4.38281,10.51953,0.61865234,-0.30541992,-0.0524292,-0.72198486,-20.50662,-30.38954,-93.18974,387,33,0.542,51803,1
96366,983705,10.61328,-1.73828,9.29297,0.60510254,-0.30944824,-0.05377197,-0.73156738,-20.23065,-31.18781,-95.10867,387,33,0.542,51803,1
96367,983716,9.45312,0.51953,5.15625,0.59289551,-0.31097412,-0.0569458,-0.74060059,-19.56893,-31.88129,-97.00145,387,33,0.542,51803,1
96368,983732,8.57812,0.82812,4.3125,0.58093262,-0.31085205,-0.06182861,-0.74975586,-18.56823,-32.54257,-98.99744,387,33,0.542,51803,1
96369,983737,8.57812,0.82812,4.3125,0.56945801,-0.30944824,-0.0682373,-0.75848389,-17.30061,-33.17119,-101.01392,387,33,0.542,51803,1
96370,983747,7.58203,0.55859,2.93359,0.55755615,-0.30706787,-0.07568359,-0.76751709,-15.79205,-33.76391,-103.1873,387,33,0.542,51803,1
96371,983755,7.39453,0.55859,2.01562,0.54620361,-0.30413818,-0.0836792,-0.77600098,-14.17881,-34.29296,-105.32402,387,33,0.542,51803,1
96372,983766,7.69531,-0.16797,2.28125,0.53485107,-0.30065918,-0.09234619,-0.78424072,-12.42744,-34.77451,-107.50683,387,33,0.542,51803,1
96373,983775,7.81641,-0.39844,3.27734,0.52294922,-0.29644775,-0.10198975,-0.79260254,-10.46387,-35.21275,-109.8384,387,33,0.542,51803,1
96374,983785,7.62109,-0.12891,4.35156,0.51171875,-0.29180908,-0.11193848,-0.80029297,-8.44613,-35.56479,-112.09584,387,33,0.542,51803,1
96375,983796,6.66797,1.97656,4.04688,0.50128174,-0.28674316,-0.12213135,-0.80718994,-6.39564,-35.82917,-114.24826,387,33,0.542,51803,1
96376,983809,5.78516,3.24219,3.73828,0.49066162,-0.28100586,-0.13336182,-0.81396484,-4.1594,-36.03695,-116.483,387,33,0.542,51803,1
96377,983819,4.9375,4.69531,3.73828,0.47998047,-0.27478027,-0.14532471,-0.82037354,-1.79883,-36.18119,-118.75063,387,33,0.542,51803,1
96378,983827,4.44141,5,4.16016,0.46942139,-0.26873779,-0.15734863,-0.82623291,0.54808,-36.28542,-120.97374,387,33,0.542,51803,1
96379,983836,4.32422,5.92578,2.55078,0.45831299,-0.26306152,-0.16949463,-0.83184814,2.90888,-36.37347,-123.25004,387,33,0.542,51803,1
96380,983844,4.55469,6.11328,2.28125,0.44689941,-0.25762939,-0.18151855,-0.83721924,5.25288,-36.41569,-125.54322,387,33,0.542,51803,1
96381,983854,5.12891,6.38281,2.4375,0.43536377,-0.25305176,-0.19256592,-0.84222412,7.42941,-36.43604,-127.77749,387,33,0.542,51803,1
96382,983864,5.85938,6.91797,2.74219,0.42352295,-0.24957275,-0.20227051,-0.8470459,9.39128,-36.44828,-129.96815,387,33,0.542,51803,1
96383,983876,5.93359,7.375,3.92969,0.41149902,-0.24725342,-0.21014404,-0.85168457,11.07127,-36.44966,-132.07965,387,33,0.542,51803,1
96384,983889,6.16406,7.33984,4.12109,0.39849854,-0.24603271,-0.21630859,-0.85668945,12.52872,-36.43576,-134.24625,387,33,0.542,51803,1
96385,983899,6.31641,6.60938,3.96875,0.38476562,-0.24584961,-0.22088623,-0.86181641,13.7705,-36.42218,-136.4324,387,33,0.542,51803,1
96386,983904,6.31641,6.60938,3.96875,0.3704834,-0.24645996,-0.22412109,-0.86700439,14.8315,-36.40386,-138.6259,387,33,0.542,51803,1
96387,983916,5.58984,7.10938,7.19141,0.35644531,-0.24731445,-0.22644043,-0.87207031,15.75201,-36.35444,-140.73824,387,33,0.542,51803,1
96388,983924,5.55078,7.30078,7.37891,0.34136963,-0.24865723,-0.2276001,-0.87738037,16.54991,-36.28116,-142.93636,387,33,0.542,51803,1
96389,983934,5.70312,6.64844,7.53516,0.32684326,-0.25024414,-0.2276001,-0.88244629,17.15991,-36.18934,-144.99712,387,33,0.542,51803,1
96390,983944,5.97266,5.53906,7.61328,0.31213379,-0.25195312,-0.22674561,-0.88751221,17.65861,-36.07,-147.03751,387,33,0.542,51803,1
96391,983955,6.89062,4.92578,10.21484,0.2980957,-0.25366211,-0.22503662,-0.89227295,18.01079,-35.93292,-148.93633,387,33,0.542,51803,1
96392,983970,7.73438,4.27344,10.55469,0.2835083,-0.25537109,-0.22241211,-0.8972168,18.26123,-35.75531,-150.86375,387,33,0.542,51803,1
96393,983975,7.73438,4.27344,10.55469,0.26721191,-0.25714111,-0.21899414,-0.90252686,18.47379,-35.53272,-152.98077,387,33,0.542,51803,1
96394,983985,8.76953,5.11719,10.17578,0.25274658,-0.25805664,-0.21575928,-0.90716553,18.64251,-35.2594,-154.83493,387,33,0.542,51803,1
96395,983995,9.61328,5.00391,11.20312,0.2387085,-0.25830078,-0.21246338,-0.91168213,18.78754,-34.91822,-156.612,387,33,0.542,51803,1
96396,984004,10.10938,4.16016,11.20703,0.22473145,-0.2578125,-0.20916748,-0.9161377,18.93029,-34.49811,-158.36108,387,33,0.542,51803,1
96397,984014,10.26172,4.08203,10.94141,0.21173096,-0.2565918,-0.20635986,-0.92022705,19.09499,-34.02752,-159.97758,387,33,0.542,51803,1
96398,984024,10.03516,3.92969,10.90234,0.19885254,-0.25439453,-0.20428467,-0.9241333,19.34891,-33.46494,-161.58051,387,33,0.542,51803,1
96399,984035,9.42188,3.89062,10.98047,0.18634033,-0.25134277,-0.20288086,-0.92785645,19.66722,-32.82288,-163.13394,387,33,0.542,51803,1
96400,984050,9.23047,3.39453,10.51953,0.17553711,-0.24780273,-0.20233154,-0.93103027,20.01882,-32.17253,-164.47287,387,33,0.542,51803,1
96401,984055,9.23047,3.39453,10.51953,0.1628418,-0.24310303,-0.20300293,-0.93444824,20.58376,-31.36167,-166.06554,387,33,0.542,51803,1
96402,984067,8.92188,3.01172,9.75391,0.15270996,-0.23773193,-0.20526123,-0.93701172,21.24491,-30.54577,-167.35056,387,33,0.542,51803,1
96403,984075,9.23047,1.89844,9.25,0.14361572,-0.23168945,-0.20910645,-0.93914795,22.05416,-29.68482,-168.52364,387,33,0.542,51803,1
96404,984084,9.30859,2.24609,8.44922,0.13549805,-0.22515869,-0.21453857,-0.94067383,23.01589,-28.80073,-169.59154,387,33,0.542,51803,1
96405,984094,9.45703,2.16797,7.95312,0.12786865,-0.21789551,-0.22167969,-0.9418335,24.15657,-27.8478,-170.61041,387,33,0.542,51803,1
96406,984104,9.87891,1.86328,7.83594,0.12078857,-0.21014404,-0.23028564,-0.94244385,25.44469,-26.85523,-171.56358,387,33,0.542,51803,1
96407,984114,10.99219,1.82422,8.06641,0.1138916,-0.20153809,-0.24066162,-0.94256592,26.9258,-25.77077,-172.48981,387,33,0.542,51803,1
96408,984124,11.21875,1.9375,8.25781,0.1081543,-0.19342041,-0.25109863,-0.94226074,28.3609,-24.75971,-173.25319,387,33,0.542,51803,1
96409,984134,11.29688,2.55078,8.48828,0.10241699,-0.18469238,-0.26263428,-0.94152832,29.91217,-23.67583,-173.99318,387,33,0.542,51803,1
96410,984145,11.29688,2.55078,8.48828,0.09741211,-0.17614746,-0.27410889,-0.94036865,31.42355,-22.6258,-174.6138,387,33,0.542,51803,1
96411,984158,11.82812,2.74219,11.01562,0.0925293,-0.16699219,-0.28668213,-0.93884277,33.04716,-21.50545,-175.19156,387,33,0.542,51803,1
96412,984164,11.80078,2.85938,11.24609,0.08813477,-0.15789795,-0.29925537,-0.93688965,34.65022,-20.40233,-175.67761,387,33,0.542,51803,1
96413,984174,11.72266,3.50781,11.39844,0.08398438,-0.14825439,-0.31274414,-0.93444824,36.34753,-19.244,-176.09943,387,33,0.542,51803,1
96414,984186,11.56641,4.35156,12.58594,0.08062744,-0.13897705,-0.32598877,-0.93164062,37.99597,-18.15017,-176.40283,387,33,0.542,51803,1
96415,984194,11.41406,4.73438,12.35938,0.07800293,-0.13006592,-0.33862305,-0.92858887,39.55729,-17.12151,-176.59377,387,33,0.542,51803,1
96416,984204,11.18359,5.65234,11.89844,0.07550049,-0.12030029,-0.35211182,-0.92510986,41.21415,-16.00706,-176.72133,387,33,0.542,51803,1
96417,984214,10.875,7.33984,11.51562,0.07348633,-0.11126709,-0.36322021,-0.92211914,42.57164,-14.986,-176.75404,387,33,0.542,51803,1
96418,984225,10.875,7.33984,11.51562,0.07110596,-0.1027832,-0.36999512,-0.92059326,43.39336,-13.99626,-176.75883,387,33,0.542,51803,1
96419,984238,10.68359,13.69922,11.20703,0.06829834,-0.09606934,-0.36962891,-0.92169189,43.33224,-13.15432,-176.76927,387,33,0.542,51803,1
96420,984245,10.76172,15.04297,11.4375,0.06506348,-0.08935547,-0.36413574,-0.92474365,42.6372,-12.2779,-176.75793,388,33,0.544,51803,1
96421,984254,10.68359,13.39453,12.66406,0.06176758,-0.08203125,-0.35571289,-0.92895508,41.57843,-11.3232,-176.7027,388,33,0.544,51803,1
96422,984265,10.83594,7.76172,13.96484,0.05859375,-0.07366943,-0.34533691,-0.93377686,40.28547,-10.25565,-176.58931,388,33,0.544,51803,1
96423,984274,10.83594,5.73047,12.70703,0.0559082,-0.06445312,-0.33306885,-0.93902588,38.77167,-9.10773,-176.39616,388,33,0.544,51803,1
96424,984284,10.10938,5.76953,11.44141,0.05377197,-0.0546875,-0.31829834,-0.94488525,36.9663,-7.90768,-176.13283,388,33,0.544,51803,1
96425,984294,9.07422,6.07422,11.09375,0.05163574,-0.04614258,-0.30078125,-0.95117188,34.85337,-6.82528,-175.93002,388,33,0.544,51803,1
96426,984305,6.92969,8.56641,10.78906,0.04962158,-0.03778076,-0.2802124,-0.95788574,32.39779,-5.75029,-175.74086,388,33,0.544,51803,1
96427,984314,6.31641,9.02344,8.94922,0.04797363,-0.02935791,-0.25592041,-0.96508789,29.5219,-4.65849,-175.5365,388,33,0.544,51803,1
96428,984323,5.89453,8.29688,6.91797,0.04681396,-0.02087402,-0.22741699,-0.97247314,26.1794,-3.54821,-175.3132,388,33,0.544,51803,1
96429,984334,5.82031,7.41406,5.92188,0.04626465,-0.01263428,-0.19598389,-0.97943115,22.52526,-2.45778,-175.08067,388,33,0.544,51803,1
96430,984350,5.35938,5.34766,6.99609,0.04675293,-0.00482178,-0.1628418,-0.98553467,18.7003,-1.4171,-174.80128,388,33,0.544,51803,1
96431,984355,5.35938,5.34766,6.99609,0.04736328,0.00323486,-0.12493896,-0.99102783,14.35601,-0.31074,-174.56673,388,33,0.544,51803,1
96432,984364,4.36328,3.73828,4.73828,0.04962158,0.01074219,-0.08746338,-0.99487305,10.08507,0.72734,-174.22504,388,33,0.544,51803,1
96433,984374,3.9375,3.35547,1.13281,0.05310059,0.01855469,-0.04547119,-0.99737549,5.32029,1.84428,-173.81917,388,33,0.544,51803,1
96434,984384,3.13672,2.35938,6.11328,0.05688477,0.02526855,-0.00537109,-0.99804688,0.77999,2.85608,-173.45634,388,33,0.544,51803,1
96435,984394,3.10156,1.13281,2.85938,0.06207275,0.03216553,0.04040527,-0.99676514,-4.40091,3.9643,-173.0255,388,33,0.544,51803,1
96436,984410,2.98828,2.28125,0.32812,0.06732178,0.03796387,0.08215332,-0.99359131,-9.1341,4.9627,-172.64424,388,33,0.544,51803,1
96437,984415,2.98828,2.28125,0.32812,0.07397461,0.04382324,0.12670898,-0.98822021,-14.20003,6.04777,-172.19203,388,33,0.544,51803,1
96438,984425,2.5625,-1.31641,4.73828,0.08068848,0.04882812,0.1652832,-0.98175049,-18.60509,7.03878,-171.7574,388,33,0.544,51803,1
96439,984434,2.33203,-2.23828,3.77344,0.08886719,0.05413818,0.20477295,-0.9732666,-23.13763,8.15062,-171.23694,388,33,0.544,51803,1
96440,984445,2.33203,-2.23828,3.77344,0.09655762,0.05865479,0.23516846,-0.96539307,-26.64039,9.12891,-170.74237,388,33,0.544,51803,1
96441,984456,2.18359,-1.43359,0.86719,0.1050415,0.06365967,0.26177979,-0.95727539,-29.71169,10.18789,-170.18504,388,33,0.544,51803,1
96442,984466,0.95312,-5.53125,6.26953,0.11444092,0.06921387,0.28430176,-0.94934082,-32.30284,11.33201,-169.54424,388,33,0.544,51803,1
96443,984473,0.64844,-2.58203,4.69922,0.12359619,0.0748291,0.300354,-0.94281006,-34.12716,12.43601,-168.89377,388,33,0.544,51803,1
96444,984483,-0.11719,-1.69922,2.89062,0.13262939,0.08050537,0.3114624,-0.9375,-35.35565,13.50727,-168.21841,388,33,0.544,51803,1
96445,984493,-0.69141,-1.77734,3.62891,0.14221191,0.08666992,0.3192749,-0.93292236,-36.17003,14.62655,-167.46521,388,33,0.544,51803,1
96446,984509,-1.42188,-0.47656,5.46484,0.15155029,0.0927124,0.32415771,-0.92919922,-36.62158,15.69609,-166.69687,388,33,0.544,51803,1
96447,984514,-1.42188,-0.47656,5.46484,0.16259766,0.0994873,0.32788086,-0.92529297,-36.8947,16.90182,-165.74146,388,33,0.544,51804,1
96448,984523,-1.95703,-0.24609,3.77344,0.17321777,0.10534668,0.33044434,-0.92181396,-37.02073,17.98008,-164.77924,388,33,0.544,51804,1
96449,984533,-2.10938,0.25391,3.97266,0.184021,0.11071777,0.33282471,-0.91821289,-37.11222,19.01498,-163.77023,388,33,0.544,51804,1
96450,984544,-3.29688,0.71094,5.26953,0.19537354,0.11553955,0.33538818,-0.91430664,-37.20794,20.01963,-162.67662,388,33,0.544,51804,1
96451,984553,-3.52734,-0.28516,5.38672,0.20800781,0.12017822,0.33807373,-0.90991211,-37.28181,21.06135,-161.42302,388,33,0.544,51804,1
96452,984563,-3.91016,-0.89844,4.77344,0.22174072,0.12451172,0.34039307,-0.9052124,-37.27223,22.11064,-160.01135,388,33,0.544,51804,1
96453,984573,-4.21875,0.21484,4.57812,0.23535156,0.12835693,0.34191895,-0.9006958,-37.14731,23.08851,-158.56483,388,33,0.544,51804,1
96454,984588,-3.83203,1.82422,4.53906,0.24908447,0.13128662,0.34362793,-0.89587402,-37.03566,23.98125,-157.06236,388,33,0.544,51804,1
96455,984596,-4.10547,1.97656,4.04688,0.26452637,0.13342285,0.34716797,-0.88977051,-37.10782,24.90434,-155.36345,388,33,0.544,51804,1
96456,984604,-4.44922,2.32031,3.89062,0.28198242,0.1338501,0.35406494,-0.8815918,-37.56831,25.82884,-153.44431,388,33,0.544,51804,1
96457,984613,-4.52344,0.51953,3.81641,0.29815674,0.13256836,0.3626709,-0.8729248,-38.29375,26.59686,-151.66652,388,33,0.544,51804,1
96458,984623,-6.89844,-1.35547,5.19531,0.31652832,0.12988281,0.37322998,-0.86236572,-39.23142,27.4047,-149.62149,388,33,0.544,51804,1
96459,984633,-6.17188,-4.19141,4.77344,0.33197021,0.12701416,0.3815918,-0.85327148,-39.96,28.04074,-147.85735,388,33,0.544,51804,1
96460,984644,-6.17188,-4.19141,4.77344,0.34912109,0.1237793,0.38946533,-0.84326172,-40.58056,28.7316,-145.83833,388,33,0.544,51804,1
96461,984655,-7.66797,-3.46484,5.34766,0.36578369,0.12060547,0.39587402,-0.83361816,-41.01328,29.38639,-143.81981,388,33,0.544,51804,1
96462,984663,-9.35547,-0.51172,7.10938,0.38256836,0.1171875,0.40142822,-0.82385254,-41.32704,30.01677,-141.73053,388,33,0.544,51804,1
96463,984672,-10.6875,-2.04688,5.34766,0.39880371,0.11395264,0.40570068,-0.81445312,-41.47447,30.61257,-139.65373,388,33,0.544,51804,1
96464,984683,-9.77734,-2.77344,5.11719,0.41571045,0.11077881,0.40911865,-0.8046875,-41.47437,31.22774,-137.43709,388,33,0.544,51804,1
96465,984693,-8.96875,-2.96484,5.38672,0.43151855,0.10821533,0.41113281,-0.7956543,-41.29393,31.80427,-135.3089,388,33,0.544,51804,1
96466,984703,-7.36328,-1.47266,5.84375,0.44641113,0.10626221,0.41174316,-0.78735352,-40.92643,32.33902,-133.24582,388,33,0.544,51804,1
96467,984713,-6.625,-1.05078,4.73438,0.46240234,0.10473633,0.41131592,-0.77850342,-40.35351,32.91837,-130.9745,388,33,0.544,51804,1
96468,984723,-6.17188,-0.28516,4.58203,0.47784424,0.1036377,0.41009521,-0.76989746,-39.66232,33.47041,-128.72528,388,33,0.544,51804,1
96469,984733,-5.47656,-0.62891,5.11719,0.49304199,0.1027832,0.4083252,-0.76135254,-38.87796,33.99551,-126.46177,388,33,0.544,51804,1
96470,984752,-5.33203,-0.39844,4.42969,0.50744629,0.10211182,0.40631104,-0.75299072,-38.06708,34.48104,-124.26865,388,33,0.544,51804,1
96471,984756,-5.33203,-0.39844,4.42969,0.52227783,0.10162354,0.40405273,-0.74407959,-37.17821,34.97921,-121.96789,388,33,0.544,51804,1
96472,984764,-5.82422,-0.62891,4.58203,0.53741455,0.10083008,0.4017334,-0.73461914,-36.26083,35.44473,-119.57227,388,33,0.544,51804,1
96473,984773,-6.01953,-0.97266,5.84375,0.55181885,0.09991455,0.3996582,-0.72515869,-35.39208,35.8698,-117.25246,388,33,0.544,51804,1
96474,984784,-7.05078,-1.01172,7.33594,0.565979,0.09851074,0.39782715,-0.71533203,-34.5732,36.2463,-114.92902,388,33,0.544,51804,1
96475,984792,-7.39453,-1.24219,7.87891,0.58050537,0.09643555,0.39630127,-0.70477295,-33.79401,36.58488,-112.51344,388,33,0.544,51804,1
96476,984803,-7.55078,-1.50781,8.52734,0.59466553,0.09362793,0.3951416,-0.69384766,-33.10703,36.86334,-110.11748,388,33,0.544,51804,1
96477,984814,-7.74219,-2.19922,9.14062,0.6083374,0.09039307,0.39404297,-0.6829834,-32.46721,37.0784,-107.77045,388,33,0.544,51804,1
96478,984829,-7.20312,-2.04688,8.67969,0.62115479,0.08691406,0.3928833,-0.67254639,-31.87359,37.22538,-105.53609,388,33,0.544,51804,1
96479,984836,-6.9375,-3.19531,8.79688,0.63415527,0.08300781,0.39129639,-0.66168213,-31.2457,37.31145,-103.22052,388,33,0.544,51804,1
96480,984843,-6.59375,-2.3125,9.02344,0.64758301,0.07849121,0.38946533,-0.65020752,-30.60743,37.33736,-100.79626,388,33,0.544,51804,1
96481,984854,-6.4375,-3.23438,7.49609,0.66033936,0.0736084,0.38757324,-0.63903809,-30.02894,37.29415,-98.46527,388,33,0.544,51804,1
96482,984862,-6.97656,-3.76953,7.1875,0.67254639,0.06860352,0.38525391,-0.62817383,-29.45024,37.18303,-96.19636,388,33,0.544,51804,1
96483,984872,-7.08984,-4.46094,7.57031,0.68463135,0.0637207,0.38201904,-0.61749268,-28.78109,36.99668,-93.90954,388,33,0.544,51804,1
