# PadDis v8.1
seq,timestamp_ms,accel_x,accel_y,accel_z,q_w,q_x,q_y,q_z,roll,pitch,yaw,stroke_count,cpm,hz
6419,86091,0.76562,-0.42188,9.58203,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6420,86102,0.76562,-0.46094,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6421,86110,0.72656,-0.46094,9.58203,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6422,86120,0.72656,-0.42188,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6423,86130,0.76562,-0.42188,9.60938,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6424,86142,0.76562,-0.38281,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6425,86150,0.80469,-0.38281,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6426,86160,0.80469,-0.38281,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6427,86170,0.76562,-0.38281,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6428,86181,0.80469,-0.38281,9.53906,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6429,86190,0.76562,-0.38281,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6430,86200,0.80469,-0.34375,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6431,86210,0.80469,-0.34375,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6432,86221,0.80469,-0.30469,9.58203,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6433,86230,0.80469,-0.34375,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6434,86240,0.76562,-0.30469,9.58203,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6435,86251,0.80469,-0.30469,9.58203,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6436,86261,0.80469,-0.30469,9.58203,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6437,86270,0.76562,-0.34375,9.61328,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6438,86280,0.80469,-0.30469,9.58203,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6439,86290,0.80469,-0.30469,9.58203,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6440,86301,0.80469,-0.30469,9.54297,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6441,86310,0.80469,-0.30469,9.58203,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6442,86320,0.80469,-0.30469,9.58203,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6443,86330,0.76562,-0.34375,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6444,86340,0.80469,-0.34375,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6445,86350,0.76562,-0.34375,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6446,86360,0.76562,-0.34375,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6447,86370,0.76562,-0.34375,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6448,86380,0.76562,-0.38281,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6449,86390,0.76562,-0.38281,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6450,86400,0.76562,-0.38281,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6451,86410,0.76562,-0.42188,9.54297,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6452,86420,0.76562,-0.42188,9.54297,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6453,86429,0.76562,-0.42188,9.58203,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6454,86440,0.76562,-0.42188,9.58203,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6455,86450,0.76562,-0.42188,9.60938,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6456,86460,0.76562,-0.38281,9.53906,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6457,86469,0.76562,-0.38281,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6458,86480,0.80469,-0.38281,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6459,86491,0.76562,-0.38281,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6460,86500,0.76562,-0.34375,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6461,86510,0.76562,-0.34375,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6462,86520,0.80469,-0.34375,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6463,86531,0.80469,-0.34375,9.53906,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6464,86539,0.76562,-0.30469,9.58203,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6465,86549,0.76562,-0.30469,9.58203,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6466,86559,0.76562,-0.30469,9.58203,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6467,86571,0.80469,-0.30469,9.58203,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6468,86579,0.80469,-0.34375,9.53906,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6469,86589,0.76562,-0.30469,9.58203,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6470,86599,0.80469,-0.34375,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6471,86611,0.76562,-0.34375,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6472,86619,0.80469,-0.34375,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6473,86629,0.80469,-0.34375,9.53906,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6474,86639,0.80469,-0.34375,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6475,86651,0.80469,-0.34375,9.61328,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6476,86659,0.80469,-0.34375,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6477,86669,0.76562,-0.34375,9.53906,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6478,86679,0.80469,-0.38281,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6479,86691,0.80469,-0.34375,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6480,86699,0.84375,-0.34375,9.58203,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6481,86709,0.76562,-0.38281,9.61328,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6482,86719,0.76562,-0.38281,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6483,86730,0.76562,-0.38281,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6484,86738,0.76562,-0.42188,9.58203,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6485,86749,0.72656,-0.42188,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6486,86759,0.72656,-0.42188,9.53906,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6487,86771,0.76562,-0.38281,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6488,86779,0.72656,-0.38281,9.54297,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6489,86789,0.76562,-0.38281,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6490,86799,0.76562,-0.38281,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6491,86810,0.76562,-0.38281,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6492,86818,0.76562,-0.34375,9.53906,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6493,86829,0.76562,-0.38281,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6494,86839,0.80469,-0.34375,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6495,86849,0.80469,-0.30469,9.58203,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6496,86858,0.80469,-0.30469,9.58203,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6497,86869,0.80469,-0.30469,9.58203,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6498,86879,0.80469,-0.26953,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6499,86889,0.80469,-0.23047,9.58203,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6500,86898,0.80469,-0.26953,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6501,86909,0.84375,-0.26953,9.58203,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6502,86918,0.84375,-0.26953,9.60938,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6503,86929,0.84375,-0.23047,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6504,86938,0.80469,-0.26953,9.61328,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6505,86949,0.80469,-0.30469,9.58203,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6506,86960,0.76562,-0.34375,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6507,86969,0.80469,-0.38281,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6508,86978,0.76562,-0.38281,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6509,86989,0.72656,-0.42188,9.61328,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6510,87000,0.76562,-0.42188,9.58203,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6511,87008,0.76562,-0.46094,9.61328,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6512,87018,0.76562,-0.46094,9.53906,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6513,87030,0.76562,-0.49609,9.53906,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6514,87040,0.76562,-0.49609,9.61328,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6515,87048,0.76562,-0.49609,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6516,87058,0.72656,-0.49609,9.58203,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6517,87069,0.72656,-0.49609,9.58203,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6518,87080,0.72656,-0.49609,9.54297,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6519,87088,0.69141,-0.49609,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6520,87098,0.69141,-0.46094,9.53906,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6521,87108,0.72656,-0.49609,9.60938,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6522,87120,0.72656,-0.42188,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6523,87128,0.72656,-0.42188,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6524,87138,0.72656,-0.38281,9.58203,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6525,87148,0.76562,-0.34375,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6526,87159,0.76562,-0.30469,9.58203,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6527,87168,0.76562,-0.30469,9.58203,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6528,87178,0.80469,-0.26953,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6529,87188,0.80469,-0.23047,9.58203,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6530,87199,0.80469,-0.23047,9.58203,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6531,87208,0.80469,-0.23047,9.58203,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6532,87218,0.84375,-0.23047,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6533,87228,0.88281,-0.23047,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6534,87238,0.88281,-0.19141,9.53906,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6535,87247,0.88281,-0.23047,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6536,87258,0.84375,-0.23047,9.53906,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6537,87268,0.84375,-0.23047,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6538,87279,0.84375,-0.26953,9.58203,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6539,87289,0.84375,-0.26953,9.58203,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6540,87297,0.84375,-0.30469,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6541,87308,0.84375,-0.34375,9.54297,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6542,87318,0.80469,-0.34375,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6543,87328,0.76562,-0.34375,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6544,87338,0.76562,-0.38281,9.53906,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6545,87348,0.72656,-0.38281,9.58203,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6546,87358,0.72656,-0.46094,9.58203,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6547,87368,0.72656,-0.46094,9.58203,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6548,87378,0.69141,-0.46094,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6549,87388,0.69141,-0.46094,9.61328,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6550,87398,0.69141,-0.53516,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6551,87407,0.69141,-0.49609,9.61328,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6552,87418,0.72656,-0.49609,9.60938,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6553,87428,0.69141,-0.49609,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6554,87437,0.72656,-0.46094,9.58203,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6555,87447,0.72656,-0.42188,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6556,87457,0.76562,-0.46094,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6557,87469,0.76562,-0.38281,9.61328,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6558,87477,0.76562,-0.34375,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6559,87487,0.76562,-0.38281,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6560,87497,0.76562,-0.34375,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6561,87509,0.84375,-0.30469,9.53906,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6562,87517,0.84375,-0.30469,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6563,87527,0.80469,-0.30469,9.58203,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6564,87537,0.80469,-0.30469,9.58203,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6565,87550,0.80469,-0.30469,9.58203,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6566,87559,0.80469,-0.26953,9.53906,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6567,87567,0.80469,-0.30469,9.58203,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6568,87577,0.80469,-0.30469,9.50391,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6569,87589,0.80469,-0.30469,9.60938,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6570,87597,0.80469,-0.26953,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6571,87607,0.80469,-0.26953,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6572,87617,0.80469,-0.30469,9.58203,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6573,87629,0.80469,-0.30469,9.58203,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6574,87637,0.80469,-0.26953,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6575,87647,0.80469,-0.30469,9.60938,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6576,87657,0.80469,-0.30469,9.58203,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6577,87669,0.80469,-0.34375,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6578,87677,0.76562,-0.38281,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6579,87687,0.76562,-0.38281,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6580,87697,0.80469,-0.38281,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6581,87708,0.76562,-0.42188,9.58203,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6582,87716,0.76562,-0.42188,9.60938,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6583,87727,0.76562,-0.46094,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6584,87737,0.72656,-0.42188,9.53906,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6585,87748,0.72656,-0.42188,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6586,87756,0.76562,-0.42188,9.58203,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6587,87767,0.76562,-0.42188,9.60938,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6588,87777,0.76562,-0.38281,9.53906,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6589,87788,0.80469,-0.34375,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6590,87796,0.76562,-0.38281,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6591,87808,0.80469,-0.30469,9.58203,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6592,87817,0.80469,-0.34375,9.57812,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6593,87827,0.80469,-0.34375,9.53906,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6594,87836,0.80469,-0.30469,9.58203,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6595,87847,0.76562,-0.30469,9.60938,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6596,87857,0.80469,-0.34375,9.50000,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6597,87867,0.80469,-0.34375,9.53906,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6598,87876,0.76562,-0.30469,9.54297,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6599,87887,0.80469,-0.30469,9.58203,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6600,87896,0.76562,-0.30469,9.58203,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6601,87907,0.80469,-0.30469,9.54297,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6602,87916,0.84375,-0.26953,9.54297,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
6603,87927,0.80469,-0.30469,9.54297,0.97900391,-0.04418945,-0.02111816,-0.19787598,-4.49093,-3.37309,-22.72103,33,0,0.000
