# PadDis v8.1
seq,timestamp_ms,accel_x,accel_y,accel_z,q_w,q_x,q_y,q_z,roll,pitch,yaw,stroke_count,cpm,hz
1591,37916,1.87891,-7.31641,12.60156,0.82305908,-0.19390869,0.08673096,-0.52673340,-24.28934,-3.52632,-64.47699,26,68,1.129
1592,37923,2.64453,-7.39453,12.91016,0.82147217,-0.19531250,0.07269287,-0.53082275,-23.55323,-5.04399,-64.68760,26,68,1.129
1593,37932,2.56641,-7.04688,13.21484,0.81921387,-0.19738770,0.05932617,-0.53515625,-22.92033,-6.54979,-64.98042,26,68,1.129
1594,37944,2.83594,-6.08984,13.06641,0.81652832,-0.19989014,0.04699707,-0.53955078,-22.38583,-7.98727,-65.32941,26,68,1.129
1595,37952,2.71875,-5.63281,12.82812,0.81311035,-0.20330811,0.03491211,-0.54431152,-21.94605,-9.47138,-65.75775,26,68,1.129
1596,37962,2.75781,-5.63281,12.33984,0.80950928,-0.20703125,0.02416992,-0.54882812,-21.61124,-10.84335,-66.19713,26,68,1.129
1597,37972,2.79688,-5.59375,11.83594,0.80560303,-0.21112061,0.01281738,-0.55346680,-21.26309,-12.30014,-66.66232,26,68,1.129
1598,37983,2.79688,-5.59375,11.83594,0.80194092,-0.21466064,0.00140381,-0.55749512,-20.85534,-13.71515,-67.07693,26,68,1.129
1599,37996,3.98438,-5.47656,11.53125,0.79846191,-0.21771240,-0.01110840,-0.56115723,-20.32585,-15.19419,-67.45966,26,68,1.129
1600,38003,3.94531,-5.32422,11.83594,0.79528809,-0.22058105,-0.02441406,-0.56414795,-19.72946,-16.72112,-67.77309,26,68,1.129
1601,38012,3.60156,-5.13281,11.91797,0.79193115,-0.22448730,-0.03796387,-0.56658936,-19.22266,-18.33119,-68.03367,26,68,1.129
1602,38024,3.37109,-5.97656,11.91797,0.78784180,-0.23022461,-0.05169678,-0.56890869,-18.88141,-20.08427,-68.29364,26,68,1.129
1603,38031,3.94531,-6.74219,12.02734,0.78295898,-0.23779297,-0.06524658,-0.57110596,-18.73056,-21.94922,-68.55183,26,68,1.129
1604,38042,4.55859,-7.66016,12.40625,0.77697754,-0.24755859,-0.07995605,-0.57324219,-18.72188,-24.08421,-68.81059,26,68,1.129
1605,38052,5.05469,-7.89062,12.52344,0.77069092,-0.25830078,-0.09411621,-0.57489014,-18.85701,-26.23413,-69.00958,27,68,1.126
1606,38068,6.01562,-7.46875,12.30078,0.76422119,-0.26953125,-0.10723877,-0.57604980,-19.12486,-28.32213,-69.14816,27,68,1.126
1607,38073,6.01562,-7.46875,12.30078,0.75708008,-0.28198242,-0.12054443,-0.57690430,-19.52238,-30.52140,-69.24117,27,68,1.126
1608,38082,5.97656,-6.24219,11.79688,0.74975586,-0.29455566,-0.13342285,-0.57727051,-19.98823,-32.69578,-69.27052,27,68,1.126
1609,38092,6.01562,-5.93750,11.91797,0.74267578,-0.30676270,-0.14605713,-0.57708740,-20.46715,-34.81894,-69.21720,27,68,1.126
1610,38103,6.70312,-6.16797,12.78906,0.73632812,-0.31817627,-0.15740967,-0.57604980,-21.00554,-36.75291,-69.02576,27,68,1.126
1611,38111,7.01172,-7.04688,13.33203,0.73052979,-0.32971191,-0.16711426,-0.57415771,-21.74370,-38.52068,-68.65229,27,68,1.126
1612,38121,7.31641,-7.96875,13.71094,0.72552490,-0.34161377,-0.17413330,-0.57147217,-22.79463,-40.02550,-68.05418,27,68,1.126
1613,38132,7.54688,-8.46484,13.71484,0.72113037,-0.35449219,-0.17803955,-0.56799316,-24.27241,-41.25964,-67.19417,27,68,1.126
1614,38148,7.81641,-8.04297,13.10156,0.71734619,-0.36737061,-0.17858887,-0.56439209,-26.03573,-42.13782,-66.21027,27,68,1.126
1615,38153,7.81641,-8.04297,13.10156,0.71350098,-0.38159180,-0.17608643,-0.56060791,-28.22195,-42.77597,-65.06843,27,68,1.126
1616,38162,6.05078,-5.47656,12.29688,0.70941162,-0.39544678,-0.17144775,-0.55767822,-30.47499,-43.17973,-64.03800,27,68,1.126
1617,38172,4.90234,-3.79297,11.60547,0.70343018,-0.41119385,-0.16473389,-0.55584717,-33.05323,-43.54160,-63.11476,27,68,1.126
1618,38182,3.37109,-2.26172,10.03516,0.69573975,-0.42687988,-0.15808105,-0.55560303,-35.54393,-43.97485,-62.47192,27,68,1.126
1619,38191,2.71875,-3.33203,9.23047,0.68487549,-0.44506836,-0.15118408,-0.55670166,-38.33789,-44.64288,-61.96656,27,68,1.126
1620,38201,2.60547,-3.98438,8.50391,0.67303467,-0.46301270,-0.14562988,-0.55810547,-41.05888,-45.46440,-61.50048,27,68,1.126
1621,38212,2.87109,-4.21484,8.12109,0.66015625,-0.48150635,-0.14080811,-0.55902100,-43.92314,-46.40775,-60.90103,27,68,1.126
1622,38228,2.64453,-4.63672,7.04688,0.64788818,-0.49908447,-0.13677979,-0.55895996,-46.75694,-47.32246,-60.12024,27,68,1.126
1623,38235,2.48828,-3.90625,5.85938,0.63464355,-0.51818848,-0.13281250,-0.55767822,-49.99891,-48.29584,-58.99773,27,68,1.126
1624,38242,2.41406,-2.94922,4.98047,0.62292480,-0.53509521,-0.12994385,-0.55566406,-52.99643,-49.16092,-57.77481,27,68,1.126
1625,38251,2.26172,-2.45312,4.06250,0.61053467,-0.55267334,-0.12823486,-0.55261230,-56.24860,-50.12033,-56.23410,27,68,1.126
1626,38262,1.83984,-2.14453,2.56250,0.59973145,-0.56762695,-0.12805176,-0.54931641,-59.13545,-51.00385,-54.68925,27,68,1.126
1627,38271,2.18359,-1.95312,2.48438,0.58819580,-0.58319092,-0.12915039,-0.54522705,-62.28319,-51.98450,-52.82779,27,68,1.126
1628,38281,2.48828,-2.76172,2.64453,0.57800293,-0.59631348,-0.13092041,-0.54144287,-65.07037,-52.85424,-51.07648,27,68,1.126
1629,38291,3.52344,-3.75391,2.75781,0.56817627,-0.60882568,-0.13244629,-0.53753662,-67.85971,-53.61541,-49.27621,27,68,1.126
1630,38307,3.02734,-3.60547,2.64453,0.55932617,-0.62017822,-0.13275146,-0.53381348,-70.49329,-54.15303,-47.60238,27,68,1.126
1631,38312,3.02734,-3.60547,2.64453,0.55004883,-0.63201904,-0.13171387,-0.52978516,-73.32794,-54.54272,-45.86207,27,68,1.126
1632,38322,2.83594,-2.94531,1.72266,0.54223633,-0.64184570,-0.12933350,-0.52661133,-75.70544,-54.70999,-44.51835,27,68,1.126
1633,38331,2.52344,-2.48828,1.49219,0.53594971,-0.65014648,-0.12628174,-0.52355957,-77.73841,-54.70091,-43.39624,27,68,1.126
1634,38341,2.33594,-2.10547,0.80469,0.53051758,-0.65765381,-0.12219238,-0.52069092,-79.55981,-54.53925,-42.47421,27,68,1.126
1635,38351,2.29688,-1.64844,0.42188,0.52703857,-0.66278076,-0.11810303,-0.51873779,-80.76849,-54.29567,-41.96001,27,68,1.126
1636,38361,2.37500,-1.30078,0.03906,0.52453613,-0.66680908,-0.11340332,-0.51702881,-81.69817,-53.95221,-41.66368,27,68,1.126
1637,38371,2.64453,-1.33984,-0.19141,0.52435303,-0.66851807,-0.10913086,-0.51599121,-82.03201,-53.54559,-41.69162,27,68,1.126
1638,38381,3.71484,-2.37500,0.38281,0.52587891,-0.66821289,-0.10595703,-0.51550293,-81.89233,-53.16361,-41.92345,27,68,1.126
1639,38391,4.59375,-3.02734,1.07422,0.52856445,-0.66668701,-0.10241699,-0.51544189,-81.44859,-52.70512,-42.36775,28,60,0.999
1640,38401,4.51953,-3.86719,2.07031,0.53247070,-0.66394043,-0.09741211,-0.51586914,-80.69880,-52.07247,-43.10700,28,60,0.999
1641,38411,5.86328,-4.09766,2.52734,0.53729248,-0.66027832,-0.09033203,-0.51696777,-79.71421,-51.23340,-44.15901,28,60,0.999
1642,38421,4.83203,-4.82812,1.99219,0.54217529,-0.65563965,-0.08203125,-0.51910400,-78.54268,-50.32059,-45.48894,28,60,0.999
1643,38431,3.71484,-4.28906,1.68359,0.54608154,-0.65136719,-0.07391357,-0.52160645,-77.50716,-49.48400,-46.77394,28,60,0.999
1644,38442,3.71484,-4.28906,1.68359,0.54968262,-0.64666748,-0.06671143,-0.52465820,-76.42259,-48.75211,-48.06747,28,60,0.999
1645,38453,3.14062,-3.44531,1.30078,0.55310059,-0.64117432,-0.06109619,-0.52838135,-75.20567,-48.17588,-49.38157,28,60,0.999
1646,38463,4.71094,-1.87891,1.57031,0.55639648,-0.63500977,-0.05731201,-0.53283691,-73.84763,-47.77224,-50.70812,28,60,0.999
1647,38470,5.36328,-1.26562,1.64844,0.55963135,-0.62811279,-0.05548096,-0.53784180,-72.33717,-47.53590,-52.03406,28,60,0.999
1648,38481,5.78125,-1.33984,1.80078,0.56329346,-0.61987305,-0.05572510,-0.54345703,-70.54391,-47.43692,-53.42039,28,60,0.999
1649,38493,7.55078,-5.66797,4.63672,0.56805420,-0.61004639,-0.05767822,-0.54937744,-68.42359,-47.37753,-54.86559,28,60,0.999
1650,38501,8.39062,-8.27344,5.66797,0.57373047,-0.59948730,-0.05944824,-0.55487061,-66.21301,-47.18183,-56.29642,28,60,0.999
1651,38511,8.31250,-9.65234,6.01562,0.58105469,-0.58752441,-0.05932617,-0.56011963,-63.84546,-46.64095,-57.83185,28,60,0.999
1652,38521,8.00781,-9.84766,5.93750,0.58874512,-0.57604980,-0.05694580,-0.56420898,-61.75407,-45.81207,-59.20304,28,60,0.999
1653,38533,7.20312,-7.85547,5.85938,0.59619141,-0.56573486,-0.05316162,-0.56713867,-60.03093,-44.83832,-60.32717,28,60,0.999
1654,38546,6.89453,-6.74219,5.74609,0.60278320,-0.55664062,-0.04895020,-0.56951904,-58.60901,-43.87490,-61.27316,28,60,0.999
1655,38551,6.89453,-6.74219,5.74609,0.60888672,-0.54785156,-0.04522705,-0.57189941,-57.26526,-42.97734,-62.15121,28,60,0.999
1656,38562,7.16406,-6.82031,5.55469,0.61419678,-0.53948975,-0.04284668,-0.57434082,-55.97326,-42.24802,-62.95443,28,60,0.999
1657,38572,7.42969,-6.32031,5.66797,0.61968994,-0.53015137,-0.04162598,-0.57720947,-54.50037,-41.57660,-63.80833,28,60,0.999
1658,38580,7.35156,-5.82422,5.70703,0.62500000,-0.52062988,-0.04138184,-0.58013916,-52.98809,-40.98283,-64.63229,28,60,0.999
1659,38591,7.23438,-5.70703,5.63281,0.63049316,-0.51043701,-0.04199219,-0.58325195,-51.36022,-40.41878,-65.46689,28,60,0.999
1660,38600,7.39453,-6.43750,6.05078,0.63616943,-0.49975586,-0.04339600,-0.58624268,-49.66266,-39.87769,-66.26465,28,60,0.999
1661,38612,7.81641,-8.57812,7.27734,0.64227295,-0.48876953,-0.04479980,-0.58868408,-47.98143,-39.27406,-66.96871,28,60,0.999
1662,38625,7.73828,-10.14844,7.46875,0.64904785,-0.47766113,-0.04516602,-0.59033203,-46.40684,-38.50735,-67.54404,28,60,0.999
1663,38635,7.50781,-10.73047,7.85156,0.65667725,-0.46685791,-0.04394531,-0.59069824,-45.04961,-37.53439,-67.90207,28,60,0.999
1664,38643,7.12500,-10.49609,8.12109,0.66510010,-0.45642090,-0.04077148,-0.58959961,-43.94631,-36.33207,-68.02946,28,60,0.999
1665,38652,6.39844,-8.61719,8.46484,0.67346191,-0.44708252,-0.03588867,-0.58758545,-43.13842,-35.01214,-67.99385,28,60,0.999
1666,38660,6.20703,-7.81641,8.31250,0.68164062,-0.43829346,-0.02911377,-0.58514404,-42.53782,-33.54783,-67.90395,28,60,0.999
1667,38670,6.01562,-7.08594,7.89062,0.68890381,-0.43023682,-0.02178955,-0.58294678,-42.05892,-32.11601,-67.84593,28,60,0.999
1668,38680,6.12891,-6.55078,7.39453,0.69592285,-0.42156982,-0.01495361,-0.58117676,-41.47506,-30.71821,-67.85704,28,60,0.999
1669,38692,6.55078,-6.12891,7.31250,0.70275879,-0.41186523,-0.00939941,-0.58001709,-40.69011,-29.40524,-67.95421,28,60,0.999
1670,38700,6.47266,-6.43750,7.65625,0.71051025,-0.39947510,-0.00476074,-0.57928467,-39.54730,-28.00739,-68.13454,28,60,0.999
1671,38710,6.35938,-7.16406,8.35156,0.71813965,-0.38647461,-0.00122070,-0.57873535,-38.29110,-26.68441,-68.31539,28,60,0.999
1672,38721,6.35938,-7.16406,8.35156,0.72595215,-0.37335205,0.00225830,-0.57757568,-37.06149,-25.34074,-68.39336,28,60,0.999
1673,38734,5.05469,-8.50391,9.15625,0.73461914,-0.35955811,0.00659180,-0.57531738,-35.86083,-23.83116,-68.32035,28,60,0.999
1674,38741,4.82812,-8.27344,9.34375,0.74359131,-0.34643555,0.01141357,-0.57177734,-34.81287,-22.28364,-68.04982,28,60,0.999
1675,38750,4.63672,-7.92969,9.22656,0.75329590,-0.33306885,0.01702881,-0.56683350,-33.83015,-20.60607,-67.59230,28,60,0.999
1676,38760,4.09766,-7.35547,8.96094,0.76251221,-0.32104492,0.02246094,-0.56127930,-32.99540,-19.03389,-67.02797,28,60,0.999
1677,38771,3.37109,-6.35938,9.30469,0.77081299,-0.30999756,0.02752686,-0.55590820,-32.23722,-17.59047,-66.47776,28,60,0.999
1678,38780,3.17969,-5.93750,9.46484,0.77929688,-0.29815674,0.03326416,-0.55017090,-31.43992,-16.03534,-65.90227,28,60,0.999
1679,38790,3.02734,-5.47656,9.53906,0.78564453,-0.28833008,0.03857422,-0.54608154,-30.79547,-14.73068,-65.52671,28,60,0.999
1680,38801,3.02734,-5.47656,9.53906,0.79040527,-0.27960205,0.04412842,-0.54321289,-30.26241,-13.53392,-65.32278,28,60,0.999
1681,38814,3.17969,-6.51172,10.23047,0.79412842,-0.27148438,0.05047607,-0.54138184,-29.82457,-12.34440,-65.26763,28,60,0.999
1682,38821,2.91016,-6.85547,10.07031,0.79711914,-0.26373291,0.05767822,-0.54010010,-29.47254,-11.12404,-65.30594,28,60,0.999
1683,38830,2.45312,-6.85547,9.80859,0.79998779,-0.25579834,0.06530762,-0.53881836,-29.13256,-9.85565,-65.35624,28,60,0.999
1684,38840,2.37500,-6.82031,9.76953,0.80285645,-0.24780273,0.07238770,-0.53735352,-28.76108,-8.63188,-65.37187,28,60,0.999
1685,38851,1.10938,-7.12500,9.88672,0.80621338,-0.23913574,0.07916260,-0.53527832,-28.31261,-7.37542,-65.30095,28,60,0.999
1686,38860,0.57422,-6.97266,10.00000,0.80981445,-0.23107910,0.08514404,-0.53247070,-27.88472,-6.21082,-65.10828,28,60,0.999
1687,38870,0.49609,-7.04688,10.10938,0.81384277,-0.22308350,0.09112549,-0.52874756,-27.46809,-5.02483,-64.79414,28,60,0.999
1688,38881,0.49609,-7.04688,10.10938,0.81781006,-0.21606445,0.09661865,-0.52453613,-27.11950,-3.93575,-64.40192,28,60,0.999
1689,38894,1.07422,-7.73828,10.99219,0.82226562,-0.20855713,0.10223389,-0.51953125,-26.72735,-2.78441,-63.91017,28,60,0.999
1690,38901,0.95703,-7.54688,11.37500,0.82702637,-0.20007324,0.10803223,-0.51416016,-26.24244,-1.54990,-63.37692,28,60,0.999
1691,38910,1.41797,-7.23828,11.98438,0.83190918,-0.19042969,0.11462402,-0.50848389,-25.68339,-0.16886,-62.83016,28,60,0.999
1692,38920,1.10938,-6.82031,12.48438,0.83636475,-0.18127441,0.12170410,-0.50286865,-25.19487,1.21834,-62.30550,28,60,0.999
1693,38930,0.23047,-7.58594,12.68359,0.84063721,-0.17138672,0.13037109,-0.49688721,-24.72310,2.80133,-61.78736,28,60,0.999
1694,38940,-0.03906,-7.69922,12.91016,0.84417725,-0.16265869,0.13861084,-0.49163818,-24.33335,4.24863,-61.34836,28,60,0.999
1695,38950,-0.46094,-7.58594,13.06641,0.84771729,-0.15356445,0.14746094,-0.48583984,-23.93581,5.78499,-60.86262,28,60,0.999
1696,38960,-0.46094,-7.58594,13.06641,0.85076904,-0.14532471,0.15618896,-0.48034668,-23.60959,7.24671,-60.41488,28,60,0.999
1697,38973,-1.45703,-7.66016,12.98438,0.85339355,-0.13726807,0.16577148,-0.47479248,-23.34895,8.77671,-59.99636,28,60,0.999
1698,38980,-1.49219,-7.46875,13.10156,0.85546875,-0.12988281,0.17559814,-0.46954346,-23.16863,10.28041,-59.63513,28,60,0.999
1699,38990,-1.76172,-7.27734,13.21094,0.85723877,-0.12316895,0.18609619,-0.46398926,-23.09113,11.81606,-59.27186,28,60,0.999
1700,39002,-2.07031,-7.16406,13.10547,0.85858154,-0.11810303,0.19689941,-0.45837402,-23.19481,13.28770,-58.93188,28,60,0.999
1701,39010,-1.99219,-6.70312,13.06250,0.85949707,-0.11499023,0.20843506,-0.45227051,-23.53771,14.73197,-58.59261,29,58,0.971
1702,39020,-1.80078,-6.05078,12.83203,0.85992432,-0.11419678,0.22180176,-0.44531250,-24.22514,16.24565,-58.26377,29,58,0.971
1703,39030,-1.45703,-5.89844,12.29688,0.85961914,-0.11590576,0.23626709,-0.43798828,-25.24530,17.73759,-58.00158,29,58,0.971
1704,39046,-1.30078,-5.59375,10.99609,0.85864258,-0.11932373,0.25036621,-0.43103027,-26.43909,19.09248,-57.83700,29,58,0.971
1705,39051,-1.30078,-5.59375,10.99609,0.85699463,-0.12390137,0.26544189,-0.42395020,-27.83721,20.48205,-57.76985,29,58,0.971
1706,39060,-0.84375,-5.05469,9.92578,0.85473633,-0.12921143,0.28070068,-0.41705322,-29.35476,21.84368,-57.80522,29,58,0.971
1707,39070,-0.72656,-4.75000,9.54297,0.85198975,-0.13531494,0.29595947,-0.41009521,-30.98618,23.16236,-57.90896,29,58,0.971
1708,39081,0.53516,-4.86328,8.96484,0.84906006,-0.14215088,0.31036377,-0.40319824,-32.66291,24.35589,-58.04033,29,58,0.971
1709,39089,1.07422,-5.74609,8.50000,0.84606934,-0.15026855,0.32470703,-0.39514160,-34.47800,25.51204,-58.10475,29,58,0.971
1710,39099,0.11328,-6.05078,8.84375,0.84332275,-0.15911865,0.33953857,-0.38500977,-36.39317,26.75285,-58.01638,29,58,0.971
1711,39110,-0.38281,-5.66797,8.50391,0.84094238,-0.16741943,0.35455322,-0.37298584,-38.25471,28.12578,-57.76800,29,58,0.971
1712,39126,-0.19141,-4.63672,9.16016,0.83892822,-0.17388916,0.36901855,-0.36022949,-39.88972,29.59665,-57.42860,29,58,0.971
1713,39131,-0.19141,-4.63672,9.16016,0.83660889,-0.17999268,0.38531494,-0.34527588,-41.62854,31.36071,-57.03523,29,58,0.971
1714,39140,0.11328,-2.79688,6.85547,0.83367920,-0.18609619,0.40093994,-0.33105469,-43.38170,33.04469,-56.77475,29,58,0.971
1715,39150,0.69141,-1.87891,6.39844,0.82916260,-0.19372559,0.41900635,-0.31524658,-45.57557,34.93967,-56.69708,29,58,0.971
1716,39161,0.57422,-0.03906,4.25391,0.82373047,-0.20117188,0.43585205,-0.30163574,-47.79226,36.63505,-56.91274,29,58,0.971
1717,39169,-0.34375,-0.65234,2.98438,0.81658936,-0.20947266,0.45410156,-0.28833008,-50.38766,38.37531,-57.48996,29,58,0.971
1718,39185,-0.76562,-1.18750,2.14453,0.80981445,-0.21594238,0.46929932,-0.27813721,-52.64202,39.78784,-58.20947,29,58,0.971
1719,39190,-0.76562,-1.18750,2.14453,0.80267334,-0.22113037,0.48406982,-0.26916504,-54.84552,41.15417,-59.12129,29,58,0.971
1720,39201,-2.07031,-1.53125,1.07422,0.79663086,-0.22418213,0.49591064,-0.26300049,-56.59424,42.23804,-60.03469,29,58,0.971
1721,39209,-2.17969,-1.57031,1.03516,0.79107666,-0.22686768,0.50598145,-0.25836182,-58.17282,43.10092,-60.95469,29,58,0.971
1722,39219,-1.72266,-1.79688,0.95703,0.78613281,-0.23016357,0.51385498,-0.25482178,-59.60285,43.68095,-61.77617,29,58,0.971
1723,39229,-1.22656,-1.91406,0.76562,0.78143311,-0.23449707,0.52056885,-0.25158691,-61.02709,44.07873,-62.53111,29,58,0.971
1724,39240,-1.03516,-1.91797,0.11328,0.77746582,-0.23889160,0.52575684,-0.24902344,-62.26595,44.31223,-63.15682,29,58,0.971
1725,39249,-1.41797,-1.61328,-0.46094,0.77398682,-0.24285889,0.52990723,-0.24737549,-63.33358,44.43544,-63.73051,29,58,0.971
1726,39259,-1.49219,-1.07422,-0.49609,0.77111816,-0.24603271,0.53277588,-0.24694824,-64.15733,44.43980,-64.23778,29,58,0.971
1727,39269,-2.14062,-0.69141,-0.76562,0.76922607,-0.24871826,0.53393555,-0.24774170,-64.68495,44.28082,-64.59908,29,58,0.971
1728,39280,-2.14062,-0.72656,-0.99609,0.76824951,-0.25079346,0.53369141,-0.24914551,-64.93780,44.03080,-64.79276,29,58,0.971
1729,39289,-2.18359,-0.65234,-1.07422,0.76800537,-0.25244141,0.53234863,-0.25109863,-64.97957,43.70256,-64.86124,29,58,0.971
1730,39299,-2.30078,-0.80469,-1.18750,0.76837158,-0.25378418,0.52978516,-0.25402832,-64.82360,43.25168,-64.84515,29,58,0.971
1731,39309,-2.26172,-1.07422,-1.07422,0.76953125,-0.25463867,0.52600098,-0.25750732,-64.44160,42.71886,-64.69534,29,58,0.971
1732,39320,-3.17969,-2.41406,-0.69141,0.77160645,-0.25500488,0.52026367,-0.26251221,-63.76257,41.98992,-64.42847,29,58,0.971
1733,39329,-3.44531,-2.52734,-0.15234,0.77453613,-0.25463867,0.51336670,-0.26782227,-62.85381,41.21088,-64.02679,29,58,0.971
1734,39339,-3.67578,-2.67969,0.53516,0.77886963,-0.25366211,0.50372314,-0.27435303,-61.55194,40.20246,-63.40039,29,58,0.971
1735,39349,-3.60547,-3.29297,1.26562,0.78350830,-0.25311279,0.49316406,-0.28076172,-60.22006,39.09989,-62.70139,29,58,0.971
1736,39365,-3.41016,-4.09766,2.79688,0.78820801,-0.25335693,0.48181152,-0.28704834,-58.92823,37.88536,-61.96743,29,58,0.971
1737,39373,-3.25781,-4.55469,3.64062,0.79370117,-0.25433350,0.46752930,-0.29455566,-57.45292,36.32253,-61.10614,29,58,0.971
1738,39380,-2.83594,-5.17578,3.94531,0.79809570,-0.25549316,0.45513916,-0.30102539,-56.27566,34.93652,-60.43714,29,58,0.971
1739,39389,-2.33594,-5.59375,4.63672,0.80279541,-0.25695801,0.44067383,-0.30883789,-54.99078,33.28336,-59.76899,29,58,0.971
1740,39399,-2.52734,-6.39844,5.36328,0.80718994,-0.25787354,0.42578125,-0.31726074,-53.69150,31.58394,-59.20665,29,58,0.971
1741,39409,-2.45312,-6.47266,6.28125,0.81072998,-0.25787354,0.41259766,-0.32543945,-52.52373,30.07951,-58.84635,29,58,0.971
1742,39419,-2.29688,-7.05078,6.55078,0.81408691,-0.25695801,0.39886475,-0.33477783,-51.27167,28.51605,-58.61350,29,58,0.971
1743,39429,-2.33594,-6.74219,6.97266,0.81701660,-0.25524902,0.38555908,-0.34448242,-50.02441,27.01105,-58.51176,29,58,0.971
1744,39448,-2.94922,-6.47266,7.42969,0.81945801,-0.25311279,0.37310791,-0.35382080,-48.84158,25.61931,-58.49553,29,58,0.971
1745,39452,-2.94922,-6.47266,7.42969,0.82171631,-0.25067139,0.36029053,-0.36352539,-47.62980,24.19583,-58.53755,29,58,0.971
1746,39460,-2.79688,-6.51172,7.69922,0.82385254,-0.24810791,0.34710693,-0.37310791,-46.40269,22.75518,-58.58919,29,58,0.971
1747,39469,-1.95312,-6.43750,8.03906,0.82592773,-0.24530029,0.33392334,-0.38226318,-45.16918,21.35033,-58.63853,29,58,0.971
1748,39479,-1.76172,-6.78125,8.42578,0.82794189,-0.24230957,0.32104492,-0.39074707,-43.95401,20.01493,-58.67654,29,58,0.971
1749,39489,-1.76172,-6.74219,8.53906,0.82989502,-0.23889160,0.30767822,-0.39941406,-42.68043,18.65387,-58.74433,29,58,0.971
1750,39499,-1.37891,-6.70312,8.69922,0.83154297,-0.23535156,0.29498291,-0.40759277,-41.46083,17.38113,-58.84676,29,58,0.971
1751,39510,-1.14844,-6.12891,8.96094,0.83288574,-0.23144531,0.28240967,-0.41583252,-40.23301,16.13863,-59.00813,29,58,0.971
1752,39526,-1.07422,-6.43750,9.22656,0.83392334,-0.22729492,0.27075195,-0.42376709,-39.05516,15.00710,-59.22495,29,58,0.971
1753,39531,-1.07422,-6.43750,9.22656,0.83477783,-0.22235107,0.25891113,-0.43200684,-37.79893,13.89610,-59.50238,29,58,0.971
1754,39539,-1.91406,-7.35547,10.11328,0.83575439,-0.21722412,0.24676514,-0.43981934,-36.50661,12.79069,-59.74580,29,58,0.971
1755,39551,-2.41406,-7.62500,10.34766,0.83666992,-0.21240234,0.23468018,-0.44696045,-35.25502,11.70267,-59.95363,29,58,0.971
1756,39559,-1.95312,-7.31641,10.68750,0.83752441,-0.20849609,0.22320557,-0.45312500,-34.13645,10.65643,-60.10980,29,58,0.971
1757,39568,-1.49219,-7.01172,10.41797,0.83825684,-0.20465088,0.21026611,-0.45953369,-32.94156,9.46447,-60.26731,29,58,0.971
1758,39579,-0.91797,-6.58984,10.95312,0.83880615,-0.20147705,0.19757080,-0.46563721,-31.83362,8.26843,-60.43268,29,58,0.971
1759,39590,-0.53516,-6.93359,10.99609,0.83898926,-0.19915771,0.18518066,-0.47125244,-30.84000,7.06699,-60.59654,29,58,0.971
1760,39603,-0.42188,-6.85547,11.11328,0.83905029,-0.19714355,0.17285156,-0.47668457,-29.88323,5.86092,-60.76919,29,58,0.971
1761,39613,0.19141,-6.58984,11.37891,0.83898926,-0.19482422,0.16003418,-0.48217773,-28.87041,4.62632,-60.96453,29,58,0.971
1762,39620,0.69141,-6.12891,11.57031,0.83880615,-0.19226074,0.14794922,-0.48736572,-27.88036,3.48576,-61.18063,29,58,0.971
1763,39630,1.10938,-4.94141,11.33594,0.83837891,-0.18945312,0.13665771,-0.49243164,-26.91674,2.43920,-61.44049,29,58,0.971
1764,39638,1.10938,-4.86328,10.99609,0.83795166,-0.18579102,0.12609863,-0.49737549,-25.91095,1.51933,-61.73298,29,58,0.971
1765,39648,1.18750,-4.51953,10.76562,0.83782959,-0.18115234,0.11657715,-0.50164795,-24.86889,0.77890,-61.99363,29,58,0.971
1766,39658,1.10938,-4.25391,10.57422,0.83807373,-0.17535400,0.10742188,-0.50531006,-23.73367,0.16264,-62.20927,29,58,0.971
1767,39670,0.46094,-4.48047,10.68750,0.83862305,-0.16949463,0.09826660,-0.50830078,-22.59262,-0.42920,-62.35551,29,58,0.971
1768,39678,0.07812,-4.75000,10.83594,0.83929443,-0.16424561,0.08795166,-0.51080322,-21.44512,-1.15509,-62.43151,29,58,0.971
1769,39688,0.03906,-5.17188,10.79688,0.83972168,-0.16125488,0.07751465,-0.51263428,-20.51974,-2.01438,-62.44190,29,58,0.971
1770,39699,0.03906,-5.17188,10.79688,0.83978271,-0.16046143,0.06671143,-0.51440430,-19.79160,-3.04014,-62.44817,29,58,0.971
1771,39712,1.14844,-5.66797,11.29688,0.83911133,-0.16149902,0.05487061,-0.51647949,-19.18658,-4.28631,-62.50045,29,58,0.971
1772,39719,1.72266,-5.40234,11.53125,0.83776855,-0.16412354,0.04254150,-0.51904297,-18.70725,-5.68698,-62.62342,29,58,0.971
1773,39728,2.37500,-5.32422,11.68359,0.83575439,-0.16815186,0.03002930,-0.52191162,-18.35346,-7.19922,-62.80337,29,58,0.971
1774,39738,2.67969,-5.32422,11.72266,0.83319092,-0.17297363,0.01806641,-0.52490234,-18.10748,-8.71309,-63.03006,29,58,0.971
1775,39750,3.33203,-4.28906,11.83984,0.83026123,-0.17791748,0.00677490,-0.52813721,-17.90503,-10.17681,-63.31434,29,58,0.971
1776,39758,3.52344,-3.79297,11.76172,0.82641602,-0.18334961,-0.00579834,-0.53228760,-17.65701,-11.81689,-63.72874,29,58,0.971
1777,39768,3.17969,-3.56250,11.53516,0.82244873,-0.18792725,-0.01770020,-0.53656006,-17.34904,-13.34390,-64.19545,29,58,0.971
